floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,ET
0,0,1.8789252853422858,1.77,1.88,1.77,42.0,21.32
1,0,1.9174346366910746,1.73,3.8,3.5,42.72,21.32
2,0,1.8906736797807069,1.62,5.69,5.12,43.43,22.73
3,0,1.908276485393921,1.7,7.6,6.82,44.09,22.58
4,0,1.9298337322078167,2.04,9.53,8.86,44.78,22.32
5,0,1.9081407401744146,1.76,11.44,10.62,45.61,23.39
6,0,1.909938091040141,1.74,13.35,12.36,46.32,23.67
7,0,1.9854840715179074,1.91,15.34,14.27,47.02,21.89
8,0,1.9691438108849129,1.76,17.31,16.03,47.79,22.78
9,0,1.969033744501975,1.89,19.28,17.92,48.5,23.11
10,0,1.9776756985568682,1.78,21.26,19.7,49.25,23.21
11,0,2.0841414662003594,2.31,23.34,22.01,49.97,20.37
12,0,2.072940176716492,1.79,25.41,23.8,50.89,21.310000000000002
13,0,2.0691722379999997,2.3,27.48,26.1,51.6,21.93
14,0,2.02142567405,2.02,29.5,28.12,52.51,23.67
15,0,2.07873778705,2.26,31.58,30.38,53.31,22.75
16,0,2.131560733,2.34,33.71,32.72,54.2,21.929999999999996
17,0,2.1370333371999997,2.43,35.85,35.15,55.12,22.33
18,0,2.13614036095,2.23,37.99,37.38,56.07,22.85
19,0,2.1774505067499996,2.0,40.17,39.38,56.95,22.33
20,0,2.15942212495,2.11,42.33,41.49,57.73,23.11
21,0,2.1344432894999996,1.85,44.46,43.34,58.55,23.96
22,0,2.1767385662999996,2.07,46.64,45.41,59.26,23.39
23,0,2.1631324287999996,2.44,48.8,47.85,60.06,23.96
24,0,2.224151104549999,1.98,51.02,49.83,61.01,23.11
25,0,2.22421801495,2.49,53.24,52.32,61.77,23.39
26,0,2.2688527152000004,2.37,55.51,54.69,62.72,22.85
27,0,2.2423939184500004,2.26,57.75,56.95,63.63,23.67
28,0,2.3141658227999993,2.15,60.06,59.1,64.49,22.58
29,0,2.353308739299999,2.52,62.41,61.62,65.31,22.08
30,0,2.4138380652999993,2.56,64.82,64.18,66.26,21.15
31,0,2.386439145699999,2.21,67.21,66.39,67.23,22.08
32,0,2.2300267643,2.31,69.44,68.7,68.06,25.03
33,0,2.1308907037000004,1.86,71.57,70.56,68.93,26.64
34,0,2.2370163246999994,1.97,73.81,72.53,69.63,25.240000000000002
35,0,2.1584322344499998,2.15,75.97,74.68,70.37,26.49
36,0,2.1768394107,2.0,78.15,76.68,71.17,26.36
37,0,2.2347637730499996,2.52,80.38,79.2,71.91,25.67
38,0,2.2057439482499994,1.93,82.59,81.13,72.85,26.21
39,0,2.0784176607999987,2.19,84.67,83.32,73.56,27.92
40,0,2.190235783449998,2.1,86.86,85.42,74.37,26.610000000000003
41,0,2.1971469222999986,2.14,89.06,87.56,75.14,26.610000000000003
42,0,2.209347679199999,2.49,91.27,90.05,75.92,26.54
43,0,2.201712134949998,2.22,93.47,92.27,76.83,26.73
44,0,2.2445918698,2.49,95.71,94.76,77.64,26.27
45,0,2.269709229499999,2.01,97.98,96.77,78.55,26.04
46,0,2.1590127651999995,2.42,100.14,99.19,79.28,27.45
47,0,2.2007422980000007,2.19,102.34,101.38,80.15,27.02
48,0,2.133069403299999,2.27,104.47,103.65,80.94,27.85
49,0,2.2318327808,2.15,106.7,105.8,81.76,26.759999999999998
50,0,2.1255675164499994,2.06,108.83,107.86,82.53,28.009999999999998
51,0,2.090274287799999,2.0,110.92,109.86,83.26,28.42
52,0,2.30789070895,2.19,113.23,112.05,83.97,25.99
53,0,2.259629387499999,2.04,115.49,114.09,84.75,26.6
54,0,2.3416613801999993,2.36,117.83,116.45,85.48,25.67
55,0,2.324155063299999,2.13,120.15,118.58,86.31,25.919999999999998
56,0,2.3088535843,2.06,122.46,120.64,87.06,26.13
57,0,2.3869845103,2.63,124.85,123.27,87.79,25.240000000000002
58,0,2.3902462783,2.35,127.24,125.62,88.71,25.240000000000002
59,0,2.145425722699999,1.95,129.39,127.57,89.53,27.96
60,0,2.2025091260500003,2.34,131.59,129.91,90.21,27.369999999999997
61,0,2.2057495161999996,2.46,133.8,132.37,91.02,27.339999999999996
62,0,2.059127090949999,1.99,135.86,134.36,91.87,28.810000000000002
63,0,2.154512128799998,2.17,138.01,136.53,92.56,27.86
64,0,2.2119295920499997,2.31,140.22,138.84,93.31,27.27
65,0,2.2287431395,2.31,142.45,141.15,94.1,27.09
66,0,2.2268074137999987,2.38,144.68,143.53,94.89,27.099999999999998
67,0,2.19463390155,2.05,146.87,145.58,95.71,27.409999999999997
68,0,2.1119499342999983,1.95,148.98,147.53,96.41,28.2
69,0,2.1780969922000004,2.28,151.16,149.81,97.07,27.540000000000003
70,0,2.1153750927999986,1.86,153.28,151.67,97.84,28.12
71,0,2.0658307516999996,2.15,155.35,153.82,98.47,28.56
72,0,2.2069692050499983,2.37,157.56,156.19,99.19,27.19
73,0,2.3514764600499993,2.55,159.91,158.74,99.99,25.710000000000004
74,0,2.2013638867999985,2.38,162.11,161.12,100.84,27.180000000000003
75,0,2.2858675647999993,2.06,164.4,163.18,101.64,26.320000000000004
76,0,2.335017707199999,2.3,166.74,165.48,102.32,25.800000000000004
77,0,2.2764252155499993,2.31,169.02,167.79,103.09,26.35
78,0,2.4071752174999985,2.47,171.43,170.26,103.85,25.0
79,0,2.430844083699999,2.17,173.86,172.43,104.67,24.72
80,0,2.3207385231999997,2.3,176.18,174.73,105.38,25.799999999999997
81,0,2.2086980862999983,2.26,178.39,176.99,106.14,26.830000000000002
82,0,2.154678675199999,2.44,180.54,179.43,106.88,27.28
83,0,2.0058527392000007,1.88,182.55,181.31,107.67,28.54
84,0,2.0210979382999996,1.76,184.57,183.07,108.29,28.36
85,0,2.0711459048000007,1.91,186.64,184.98,108.86,27.88
86,0,2.1166525882000005,2.21,188.76,187.19,109.48,27.43
87,0,2.0782714130499986,2.07,190.84,189.26,110.19,27.71
88,0,1.9721634667999988,1.86,192.81,191.12,110.86,28.56
89,0,2.151442304499998,2.28,194.96,193.4,111.45,26.96
90,0,2.1353422611999986,2.16,197.1,195.56,112.18,27.040000000000003
