floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,ET
0,13,1.700767104,1.8,1.7,1.8,35.36,21.32
1,13,1.5888816895375268,1.76,3.29,3.56,36.09,25.82897204779383
2,13,1.6468131344543475,1.39,4.94,4.95,36.8,24.908972047793828
3,13,1.5876567440000005,1.55,6.53,6.5,37.36,26.71
4,13,1.6624207159999995,1.58,8.19,8.08,37.98,25.42
5,13,1.612596959,1.37,9.8,9.45,38.61,26.93
6,13,1.6718125439999998,1.65,11.47,11.1,39.16,26.0
7,13,1.7217203259999998,1.81,13.19,12.91,39.82,25.290000000000003
8,13,1.6786821928843896,1.97,14.87,14.88,40.54,26.61
9,13,1.7038854282932296,1.46,16.57,16.34,41.33,26.38
10,13,1.7222684717489563,1.55,18.29,17.89,41.91,26.21
11,13,1.751867187144406,1.79,20.04,19.68,42.52,25.81
12,13,1.7517723520716326,1.7,21.79,21.38,43.23,26.069999999999997
13,13,1.7140671545560477,1.61,23.5,22.99,43.9,27.03
14,13,1.6364051607919692,1.41,25.14,24.4,44.53,28.56
15,13,1.7483769538101621,1.75,26.89,26.15,45.09,26.740000000000002
16,13,1.7875438769318646,1.83,28.68,27.98,45.77,26.19
17,13,1.7774865100096442,2.07,30.46,30.05,46.49,26.6
18,13,1.772321022190624,1.71,32.23,31.76,47.3,26.92
19,13,1.6808842968585278,1.66,33.91,33.42,47.96,28.62
20,13,1.658956364628795,1.51,35.57,34.93,48.61,29.09
21,13,1.7265761433979654,1.72,37.3,36.65,49.19,28.150000000000006
22,13,1.7195021803568498,1.48,39.02,38.13,49.86,28.400000000000002
23,13,1.768455178322329,2.03,40.79,40.16,50.43,27.730000000000004
24,13,1.7726390232999993,1.72,42.56,41.88,51.21,27.840000000000003
25,13,1.8482518431999997,1.69,44.41,43.57,51.88,26.8
26,13,1.8891140601999996,1.84,46.3,45.41,52.52,26.310000000000002
27,13,1.8454369789499991,1.65,48.15,47.06,53.23,27.290000000000003
28,13,1.8870899787999995,1.68,50.04,48.74,53.86,26.8
29,13,1.8870895000000005,2.14,51.93,50.88,54.5,27.0
30,13,1.9377371625499995,2.18,53.87,53.06,55.31,26.409999999999997
31,13,1.9447022062999992,1.86,55.81,54.92,56.14,26.549999999999997
32,13,1.986197417799999,2.21,57.8,57.13,56.84,26.070000000000004
33,13,1.9540193712,1.79,59.75,58.92,57.68,26.84
34,13,2.0264621237499996,1.76,61.78,60.68,58.35,25.85
35,13,1.961507511549999,2.13,63.74,62.81,59.01,27.070000000000004
36,13,2.0633247637999994,2.18,65.8,64.99,59.81,25.66
37,13,2.0656834019499994,2.22,67.87,67.21,60.63,25.85
38,13,1.9869482370000005,2.28,69.86,69.49,61.45,27.259999999999998
39,13,1.969944738,1.92,71.83,71.41,62.3,27.68
40,13,2.0575854433,2.16,73.89,73.57,63.01,26.560000000000002
41,13,2.077358914300001,2.03,75.97,75.6,63.81,26.439999999999998
42,13,2.0717468367999996,2.1,78.04,77.7,64.56,26.68
43,13,2.1534184431999996,2.11,80.19,79.81,65.33,25.62
44,13,2.035787860499999,2.04,82.23,81.85,66.1,27.47
45,13,2.078043813,2.19,84.31,84.04,66.85,27.02
46,13,2.1379577004999994,2.43,86.45,86.47,67.65,26.32
47,13,2.037001780949999,2.15,88.49,88.62,68.53,27.830000000000005
48,13,2.1921942492999986,1.99,90.68,90.61,69.31,25.840000000000003
49,13,2.09789843395,2.38,92.78,92.99,70.03,27.25
50,13,2.1634789888000006,2.42,94.94,95.41,70.89,26.5
51,13,2.1016345587999994,2.22,97.04,97.63,71.76,27.43
52,13,2.0325826307999995,2.24,99.07,99.87,72.56,28.37
53,13,2.050976454799999,1.89,101.12,101.76,73.36,28.23
54,13,2.0334858147999983,1.92,103.15,103.68,74.04,28.500000000000004
55,13,2.1093920992,2.05,105.26,105.73,74.72,27.66
56,13,2.1880525494999996,2.15,107.45,107.88,75.45,26.76
57,13,2.118316212049999,2.06,109.57,109.94,76.21,27.69
58,13,2.2073742042999998,2.06,111.78,112.0,76.94,26.67
59,13,2.2064335143,2.17,113.99,114.17,77.66,26.75
60,13,2.0967269556999995,2.16,116.09,116.33,78.42,28.110000000000003
61,13,2.1939123166999988,2.45,118.28,118.78,79.18,27.030000000000005
62,13,2.148686690799999,2.41,120.43,121.19,80.04,27.62
63,13,2.181815957199999,2.15,122.61,123.34,80.88,27.290000000000003
64,13,2.1593378456999983,1.95,124.77,125.29,81.62,27.590000000000003
65,13,2.145439283,1.98,126.92,127.27,82.3,27.78
66,13,2.3084622051999992,2.39,129.23,129.66,82.98,25.92
67,13,2.2701244355499983,2.13,131.5,131.79,83.81,26.430000000000003
68,13,2.3944034307999997,2.6,133.89,134.39,84.54,24.96
69,13,2.1754927049500004,2.06,136.07,136.45,85.43,27.57
70,13,2.3166500556999994,2.37,138.39,138.82,86.13,25.999999999999996
71,13,2.2414192212999993,2.19,140.63,141.01,86.94,26.889999999999997
72,13,2.1834489388,2.17,142.81,143.18,87.69,27.54
73,13,2.0582380192000005,2.3,144.87,145.48,88.42,28.839999999999996
74,13,2.237971468,2.38,147.11,147.86,89.2,26.979999999999997
75,13,2.2840914219999995,2.56,149.39,150.42,90.0,26.489999999999995
76,13,2.3269186322999995,2.16,151.72,152.58,90.86,26.03
77,13,2.3233860211999993,2.24,154.04,154.82,91.58,26.080000000000002
78,13,2.2307211686999984,2.49,156.27,157.31,92.33,27.080000000000002
79,13,2.3273277117999998,2.03,158.6,159.34,93.16,26.049999999999997
80,13,2.2569551716999987,2.17,160.86,161.51,93.83,26.8
81,13,2.3642139137499996,2.6,163.22,164.11,94.55,25.650000000000002
82,13,2.2319094552999994,2.28,165.45,166.39,95.41,27.040000000000003
83,13,2.1673232967999994,2.17,167.62,168.56,96.16,27.669999999999998
84,13,2.1582018832,1.92,169.78,170.48,96.87,27.739999999999995
85,13,2.0256779605,2.26,171.81,172.74,97.5,28.97
86,13,2.0506395087999993,1.98,173.86,174.72,98.24,28.709999999999997
87,13,2.2121123625499997,2.15,176.07,176.87,98.89,27.149999999999995
88,13,2.0408461981999997,2.13,178.11,179.0,99.58,28.74
89,13,2.3303245457000004,2.3,180.44,181.3,100.27,25.919999999999995
90,13,2.085621750199999,2.21,182.53,183.51,101.02,28.259999999999994
