floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,ET
0,6,1.6594948258984024,1.77,1.66,1.77,36.0,15.59
1,6,1.6801116925955346,1.63,3.34,3.4,36.65,15.59
2,6,1.69904054443405,1.68,5.04,5.08,37.25,15.95
3,6,1.7181918434642662,1.6,6.76,6.68,37.86,15.529999999999998
4,6,1.7366217758769427,1.59,8.5,8.27,38.45,15.7
5,6,1.7543405537367907,1.88,10.25,10.15,39.02,16.25
6,6,1.775679652909988,1.92,12.03,12.07,39.71,16.79
7,6,1.7945043107715228,1.89,13.82,13.96,40.41,17.35
8,6,1.8083447633871281,1.6,15.63,15.56,41.09,16.07
9,6,1.820210780194744,1.91,17.45,17.47,41.67,16.43
10,6,1.8340866192452059,1.86,19.28,19.33,42.36,14.91
11,6,1.8477152880039447,1.8,21.13,21.13,43.03,15.89
12,6,1.86061487612223,1.89,22.99,23.02,43.67,16.23
13,6,1.8741903004746838,1.7,24.86,24.72,44.35,15.82
14,6,1.8864200740909722,2.03,26.75,26.75,44.96,16.79
15,6,1.9006726334105646,2.04,28.65,28.79,45.68,16.43
16,6,1.9150498579040844,1.69,30.57,30.48,46.41,16.07
17,6,1.9268661790684196,1.92,32.5,32.4,47.01,16.46
18,6,1.9400367858131806,1.69,34.44,34.09,47.69,14.89
19,6,1.9517656232682783,1.7,36.39,35.79,48.29,15.34
20,6,1.9634857033171098,1.86,38.35,37.65,48.89,16.31
21,6,1.9760829866775445,1.82,40.33,39.47,49.54,16.97
22,6,1.9882736992065269,1.99,42.32,41.46,50.18,15.149999999999999
23,6,2.00181158620252,2.2,44.32,43.66,50.88,16.92
24,6,2.0222819777375927,1.74,46.34,45.4,51.65,17.54
25,6,2.0388288168420794,2.12,48.38,47.52,52.26,16.189999999999998
26,6,2.0587344133466248,2.21,50.44,49.73,53.0,14.59
27,6,2.0790520621394903,2.06,52.52,51.79,53.76,15.17
28,6,2.0981082389165744,2.09,54.62,53.88,54.48,17.27
29,6,2.117327125665202,2.25,56.74,56.13,55.2,14.399999999999999
30,6,2.1379122166605096,2.05,58.88,58.18,55.98,15.34
31,6,2.156281308275969,2.05,61.04,60.23,56.68,16.34
32,6,2.174874166257983,2.09,63.21,62.32,57.39,16.410000000000004
33,6,2.1934536959950117,2.13,65.4,64.45,58.1,15.230000000000004
34,6,2.2123890313897054,2.0,67.61,66.45,58.83,16.220000000000002
35,6,2.2300166283741647,2.02,69.84,68.47,59.51,15.940000000000003
36,6,2.247836006868536,2.37,72.09,70.84,60.2,15.680000000000007
37,6,2.2684278452502604,2.16,74.36,73.0,61.0,14.920000000000002
38,6,2.287089499714901,2.5,76.65,75.5,61.73,15.810000000000002
39,6,2.308713328896577,2.37,78.96,77.87,62.58,16.46
40,6,2.328815409352981,2.19,81.29,80.06,63.37,16.1
41,6,2.347556641928498,2.44,83.64,82.5,64.11,15.920000000000002
42,6,2.3681950207669495,2.53,86.01,85.03,64.93,16.27
43,6,2.3892109540195436,2.22,88.4,87.25,65.77,16.739999999999995
44,6,2.4079152187415334,2.37,90.81,89.62,66.51,13.989999999999998
45,6,2.4276215224025073,2.62,93.24,92.24,67.3,13.100000000000001
46,6,2.4489788775282615,2.49,95.69,94.73,68.16,13.690000000000001
47,6,2.4694633692192087,2.73,98.16,97.46,68.99,15.38
48,6,2.491380165636836,2.63,100.65,100.09,69.88,15.600000000000001
49,6,2.5126293205993044,2.72,103.16,102.81,70.75,16.37
50,6,2.5344619587164696,2.58,105.69,105.39,71.64,15.920000000000002
51,6,2.554820104691357,2.74,108.24,108.13,72.48,16.46
52,6,2.5760121208984867,2.66,110.82,110.79,73.37,17.39
53,6,2.5972217728015528,2.63,113.42,113.42,74.23,16.37
54,6,2.6178708874379777,2.36,116.04,115.78,75.08,15.290000000000001
55,6,2.636201940912293,2.84,118.68,118.62,75.84,13.560000000000002
56,6,2.657979651340422,2.67,121.34,121.29,76.75,13.88
57,6,2.678504917704494,2.73,124.02,124.02,77.61,13.3
58,6,2.699167681223285,2.48,126.72,126.5,78.48,14.080000000000002
59,6,2.717728489869053,2.82,129.44,129.32,79.27,15.759999999999998
60,6,2.7388813703328974,2.9,132.18,132.22,80.16,14.510000000000002
61,6,2.7604731946401255,2.77,134.94,134.99,81.08,15.160000000000002
62,6,2.7809504805047696,2.54,137.72,137.53,81.95,14.16
63,6,2.7994825494888347,2.64,140.52,140.17,82.75,15.670000000000002
64,6,2.818676876015818,3.09,143.34,143.26,83.58,16.15
65,6,2.8409205787428493,2.66,146.18,145.92,84.54,16.240000000000006
66,6,2.8605331665065195,2.65,149.04,148.57,85.37,13.68
67,6,2.879279692548297,2.9,151.92,151.47,86.19,15.470000000000004
68,6,2.8999331391504857,3.17,154.82,154.64,87.09,15.66
69,6,2.9225663429114066,3.11,157.74,157.75,88.07,14.8
70,6,2.944285539691912,3.18,160.68,160.93,89.02,14.73
71,6,2.966636194619604,3.13,163.65,164.06,90.0,14.470000000000002
72,6,2.988149753816145,2.93,166.64,166.99,90.95,14.880000000000003
73,6,3.0076472075517873,3.09,169.65,170.08,91.84,16.46
74,6,3.029585575260003,2.73,172.68,172.81,92.78,14.130000000000003
75,6,3.0476348365513863,2.92,175.73,175.73,93.6,15.850000000000005
76,6,3.0668450654050785,2.9,178.8,178.63,94.48,16.550000000000004
77,6,3.0863817160327898,3.14,181.89,181.77,95.35,16.43
78,6,3.104673528543178,2.99,184.99,184.76,96.29,17.740000000000002
79,6,3.1270196404997623,3.04,188.12,187.8,97.18,16.46
80,6,3.146447220790034,2.86,191.27,190.66,98.08,16.82
