floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,ET
0,5,1.7639761721694787,1.89,1.76,1.89,40.0,15.59
1,5,1.8001084459023373,2.09,3.56,3.98,40.69,15.59
2,5,1.815482268843887,1.68,5.38,5.66,41.44,15.95
3,5,1.8278575645600401,2.06,7.21,7.72,42.05,15.529999999999998
4,5,1.843058335135708,2.11,9.05,9.83,42.8,15.7
5,5,1.8584086756448621,1.89,10.91,11.72,43.56,16.25
6,5,1.871870616227425,1.91,12.78,13.63,44.23,16.79
7,5,1.8856562951702367,1.6,14.67,15.23,44.92,17.35
8,5,1.8968832017160542,2.1,16.57,17.33,45.49,16.07
9,5,1.9117293602630983,2.21,18.48,19.54,46.24,16.43
10,5,1.927128034025988,2.12,20.41,21.66,47.03,14.91
11,5,1.9418803712133834,1.88,22.35,23.54,47.78,15.89
12,5,1.9549470969769658,1.85,24.3,25.39,48.45,16.23
13,5,1.96751306644045,2.02,26.27,27.41,49.1,15.82
14,5,1.9812773388518468,1.94,28.25,29.35,49.81,16.79
15,5,1.9945128921323045,2.05,30.24,31.4,50.5,16.43
16,5,2.0107525594598172,2.19,32.25,33.59,51.22,16.07
17,5,2.0312750309811327,2.15,34.28,35.74,51.98,16.46
18,5,2.051489518110816,1.9,36.33,37.64,52.73,14.89
19,5,2.069433444311715,2.03,38.4,39.67,53.4,15.34
20,5,2.0880821733099033,1.82,40.49,41.49,54.1,16.31
21,5,2.1047791240916074,1.92,42.59,43.41,54.73,16.97
22,5,2.122608238464857,1.95,44.71,45.36,55.4,15.149999999999999
23,5,2.140197706856162,2.41,46.85,47.77,56.07,16.92
24,5,2.1619015084211153,2.38,49.01,50.15,56.9,17.54
25,5,2.1835084260646003,2.36,51.19,52.51,57.72,16.189999999999998
26,5,2.20465309787838,2.23,53.39,54.74,58.53,14.59
27,5,2.224354527114269,2.28,55.61,57.02,59.29,15.17
28,5,2.2443144679694913,2.18,57.85,59.2,60.07,17.27
29,5,2.2635594013179365,2.04,60.11,61.24,60.81,14.399999999999999
30,5,2.281228343070189,2.2,62.39,63.44,61.5,15.34
31,5,2.3003217147922057,2.17,64.69,65.61,62.25,16.34
32,5,2.3188881335238487,2.59,67.01,68.2,62.98,16.410000000000004
33,5,2.3410225120536277,2.35,69.35,70.55,63.85,15.230000000000004
34,5,2.3608995320361807,2.47,71.71,73.02,64.64,16.220000000000002
35,5,2.3817974530636206,2.6,74.09,75.62,65.47,15.940000000000003
36,5,2.4036079071417777,2.69,76.49,78.31,66.34,15.680000000000007
37,5,2.4258486431626034,2.45,78.92,80.76,67.23,14.920000000000002
38,5,2.445920738448087,2.71,81.37,83.47,68.04,15.810000000000002
39,5,2.468102104624397,2.68,83.84,86.15,68.94,16.46
40,5,2.4898482642041935,2.78,86.33,88.93,69.82,16.1
41,5,2.512456520783992,2.52,88.84,91.45,70.74,15.920000000000002
42,5,2.532453058399404,2.6,91.37,94.05,71.56,16.27
43,5,2.5530393792309467,2.34,93.92,96.39,72.41,16.739999999999995
44,5,2.5718033210321027,2.74,96.49,99.13,73.17,13.989999999999998
45,5,2.593359949270782,2.5,99.08,101.63,74.06,13.100000000000001
46,5,2.6128893604827867,2.59,101.69,104.22,74.87,13.690000000000001
47,5,2.632995896478385,2.39,104.32,106.61,75.71,15.38
48,5,2.6514124392185274,2.69,106.97,109.3,76.48,15.600000000000001
49,5,2.6717746383582446,2.7,109.64,112.0,77.34,16.37
50,5,2.6925802679676574,2.59,112.33,114.59,78.21,15.920000000000002
51,5,2.7118596421383465,2.81,115.04,117.4,79.03,16.46
52,5,2.7324990683549553,2.82,117.77,120.22,79.93,17.39
53,5,2.754091073199556,2.79,120.52,123.01,80.82,16.37
54,5,2.7749999712592732,2.48,123.29,125.49,81.7,15.290000000000001
55,5,2.793368077342999,2.62,126.08,128.11,82.48,13.560000000000002
56,5,2.8127222289963405,2.87,128.89,130.98,83.31,13.88
57,5,2.833437073312508,2.55,131.72,133.53,84.2,13.3
58,5,2.8519568174118333,2.99,134.57,136.52,85.0,14.080000000000002
59,5,2.873214241008993,2.98,137.44,139.5,85.93,15.759999999999998
60,5,2.894607821558288,2.84,140.33,142.34,86.85,14.510000000000002
61,5,2.9147255815125823,2.85,143.24,145.19,87.73,15.160000000000002
62,5,2.9349767426020326,2.83,146.17,148.02,88.61,14.16
63,5,2.954575588766337,2.83,149.12,150.85,89.48,15.670000000000002
64,5,2.9739185023693286,3.04,152.09,153.89,90.34,16.15
65,5,2.9949302053591036,3.28,155.08,157.17,91.27,16.240000000000006
66,5,3.018116305598781,2.92,158.1,160.09,92.27,13.68
67,5,3.0376765382165627,2.93,161.14,163.02,93.15,15.470000000000004
68,5,3.0573643891756914,3.21,164.2,166.23,94.03,15.66
69,5,3.0793219774795495,2.85,167.28,169.08,95.0,14.8
70,5,3.0983121322764235,3.09,170.38,172.17,95.85,14.73
71,5,3.1188366220350505,2.98,173.5,175.15,96.77,14.470000000000002
72,5,3.1385180647081423,3.37,176.64,178.52,97.66,14.880000000000003
73,5,3.1597290793100723,2.92,179.8,181.44,98.66,16.46
74,5,3.1797546121829323,2.91,182.98,184.35,99.52,14.130000000000003
75,5,3.1981194316598884,3.41,186.18,187.76,100.38,15.850000000000005
76,5,3.219311452553875,3.25,189.4,191.01,101.38,16.550000000000004
77,5,3.2402071621073745,3.32,192.64,194.33,102.33,16.43
78,5,3.257388147146515,3.12,195.9,197.45,103.29,17.740000000000002
79,5,3.280792968677636,3.55,199.18,201.0,104.2,16.46
80,5,3.302170009012763,3.02,202.48,204.02,105.22,16.82
