floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,ET
0,12,1.6911660820548595,1.92,1.69,1.92,37.0,15.59
1,12,1.7156856859771472,1.51,3.41,3.43,37.78,15.59
2,12,1.7347500646414307,1.81,5.14,5.24,38.39,15.95
3,12,1.7574463860657428,1.76,6.9,7.0,39.12,15.529999999999998
4,12,1.7793921441767575,1.86,8.68,8.86,39.83,15.7
5,12,1.7977051765494412,1.92,10.48,10.78,40.57,16.25
6,12,1.8135126147301983,2.06,12.29,12.84,41.34,16.79
7,12,1.8302352301786917,1.84,14.12,14.68,42.16,17.35
8,12,1.8451093240761363,1.95,15.97,16.63,42.9,16.07
9,12,1.8606311015127135,1.87,17.83,18.5,43.67,16.43
10,12,1.8753054072786253,1.84,19.71,20.34,44.41,14.91
11,12,1.8899266689427956,2.12,21.6,22.46,45.14,15.89
12,12,1.9065858878811666,1.62,23.51,24.08,45.98,16.23
13,12,1.9191601591857648,2.19,25.43,26.27,46.62,15.82
14,12,1.936086929667357,1.93,27.37,28.2,47.48,16.79
15,12,1.9506855912788152,1.85,29.32,30.05,48.23,16.43
16,12,1.964823644739799,2.2,31.28,32.25,48.96,16.07
17,12,1.9814519173795764,2.09,33.26,34.34,49.82,16.46
18,12,1.9968831492490307,1.97,35.26,36.31,50.63,14.89
19,12,2.015370042408079,1.92,37.28,38.23,51.39,15.34
20,12,2.0355931399512834,2.17,39.32,40.4,52.14,16.31
21,12,2.057853101403797,1.79,41.38,42.19,52.97,16.97
22,12,2.07638328443047,1.91,43.46,44.1,53.66,15.149999999999999
23,12,2.09602145248823,2.35,45.56,46.45,54.4,16.92
24,12,2.119794611563915,2.38,47.68,48.83,55.3,17.54
25,12,2.143938756079322,2.14,49.82,50.97,56.21,16.189999999999998
26,12,2.165250421633816,2.42,51.99,53.39,57.02,14.59
27,12,2.189285619729594,2.11,54.18,55.5,57.94,15.17
28,12,2.209928418938638,2.3,56.39,57.8,58.74,17.27
29,12,2.232644332278074,2.03,58.62,59.83,59.61,14.399999999999999
30,12,2.2524838567310446,2.25,60.87,62.08,60.38,15.34
31,12,2.2739984081137443,2.28,63.14,64.36,61.22,16.34
32,12,2.2959792175555296,2.12,65.44,66.48,62.08,16.410000000000004
33,12,2.316173102035613,2.56,67.76,69.04,62.87,15.230000000000004
34,12,2.340199309119003,2.32,70.1,71.36,63.82,16.220000000000002
35,12,2.362185809916716,2.28,72.46,73.64,64.69,15.940000000000003
36,12,2.383323229339413,2.36,74.84,76.0,65.53,15.680000000000007
37,12,2.4051461315387237,2.44,77.25,78.44,66.4,14.920000000000002
38,12,2.427538759915193,2.73,79.68,81.17,67.3,15.810000000000002
39,12,2.4522771943784374,2.44,82.13,83.61,68.3,16.46
40,12,2.474576793690993,2.36,84.6,85.97,69.2,16.1
41,12,2.4957722940966134,2.47,87.1,88.44,70.06,15.920000000000002
42,12,2.517789612734332,2.74,89.62,91.18,70.96,16.27
43,12,2.5418461861932182,2.57,92.16,93.75,71.95,16.739999999999995
44,12,2.564766184990581,2.64,94.72,96.39,72.88,13.989999999999998
45,12,2.5878001985412515,2.45,97.31,98.84,73.83,13.100000000000001
46,12,2.6090353996734357,2.78,99.92,101.62,74.71,13.690000000000001
47,12,2.632995896478385,2.47,102.55,104.09,75.71,15.38
48,12,2.654042302100973,2.67,105.2,106.76,76.59,15.600000000000001
49,12,2.6765365379958737,2.85,107.88,109.61,77.54,16.37
50,12,2.700647532757628,2.68,110.58,112.29,78.55,15.920000000000002
51,12,2.7229676031213907,2.72,113.3,115.01,79.5,16.46
52,12,2.744723794105302,2.53,116.04,117.54,80.45,17.39
53,12,2.7662946740386243,2.52,118.81,120.06,81.34,16.37
54,12,2.7871709628884407,2.75,121.6,122.81,82.22,15.290000000000001
55,12,2.8097035250653604,2.85,124.41,125.66,83.18,13.560000000000002
56,12,2.832723026075239,2.83,127.24,128.49,84.17,13.88
57,12,2.8554559731764333,2.98,130.1,131.47,85.15,13.3
