floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,ET
0,2,1.7561765599999999,1.57,1.76,1.57,36.0,15.59
1,2,1.7805222089999995,1.94,3.54,3.51,36.61,15.59
2,2,1.8067881040000002,1.71,5.35,5.22,37.36,15.149999999999999
3,2,1.8361760659999995,1.59,7.19,6.81,38.02,15.61
4,2,1.861185801,1.66,9.05,8.47,38.63,15.89
5,2,1.8839666959999999,2.04,10.93,10.51,39.27,15.500000000000002
6,2,1.9157482249999995,1.94,12.85,12.45,40.05,16.15
7,2,1.9329254813594998,2.08,14.78,14.53,40.79,15.149999999999999
8,2,1.9569320329693216,2.13,16.74,16.66,41.59,16.11
9,2,1.976673923843273,2.15,18.72,18.81,42.4,15.34
10,2,1.9974254789071426,2.02,20.72,20.83,43.22,16.54
11,2,2.011261449893182,1.85,22.73,22.68,43.98,17.35
12,2,2.034068318396939,1.9,24.76,24.58,44.68,16.25
13,2,2.04590556233012,2.07,26.81,26.65,45.4,17.16
14,2,2.0679398320071605,1.81,28.88,28.46,46.18,16.61
15,2,2.0833944461091845,2.15,30.96,30.61,46.85,16.61
16,2,2.107511360471027,2.01,33.07,32.62,47.66,14.479999999999997
17,2,2.1258067035993555,2.19,35.2,34.81,48.41,15.100000000000001
18,2,2.1330063071877956,1.95,37.33,36.76,49.23,16.98
19,2,2.156764817078571,1.93,39.49,38.69,49.95,16.07
20,2,2.174630452431501,2.0,41.66,40.69,50.66,15.73
21,2,2.1974457219999994,2.24,43.86,42.93,51.4,15.34
22,2,2.223789232449999,2.36,46.08,45.29,52.23,15.149999999999999
23,2,2.2376655205,2.01,48.32,47.3,53.1,16.53
24,2,2.2523107261999993,2.32,50.57,49.62,53.83,16.98
25,2,2.2846196562,2.11,52.85,51.73,54.68,16.37
26,2,2.30999355675,2.39,55.16,54.12,55.45,16.07
27,2,2.3341879392,2.49,57.49,56.61,56.32,16.069999999999997
28,2,2.35654047495,2.2,59.85,58.81,57.23,16.25
29,2,2.3580995437,2.15,62.21,60.96,58.02,17.35
30,2,2.40838927,2.48,64.62,63.44,58.8,15.55
31,2,2.4296975743,2.72,67.05,66.16,59.69,15.720000000000002
32,2,2.443295722299999,2.59,69.49,68.75,60.66,16.410000000000004
33,2,2.47753355605,2.52,71.97,71.27,61.59,15.790000000000001
34,2,2.4981280977999996,2.3,74.47,73.57,62.49,15.900000000000002
35,2,2.5358132829999995,2.63,77.01,76.2,63.3,14.780000000000003
36,2,2.5392326787999995,2.55,79.55,78.75,64.24,15.970000000000002
37,2,2.5706323068,2.68,82.12,81.43,65.14,15.440000000000005
38,2,2.5821378631999994,2.58,84.7,84.01,66.08,15.970000000000006
39,2,2.6112020111999996,2.36,87.31,86.37,66.98,15.560000000000002
40,2,2.6330457250499992,2.43,89.94,88.8,67.81,15.410000000000004
41,2,2.6755620772999995,2.46,92.62,91.26,68.66,14.110000000000001
42,2,2.6813529875499995,2.7,95.3,93.96,69.51,14.89
43,2,2.720156935499999,2.74,98.02,96.7,70.45,13.88
44,2,2.7304100612999997,2.6,100.75,99.3,71.39,14.48
45,2,2.7636112882999995,2.73,103.51,102.03,72.29,13.72
46,2,2.78443293895,2.49,106.29,104.52,73.23,13.690000000000001
47,2,2.7592137591999997,2.66,109.05,107.18,74.08,15.61
48,2,2.7501839427000006,2.5,111.8,109.68,74.98,16.49
49,2,2.747796872949999,2.78,114.55,112.46,75.83,17.01
50,2,2.7817794417,2.61,117.33,115.07,76.78,16.490000000000002
51,2,2.8325916242999987,3.1,120.16,118.17,77.66,15.350000000000003
52,2,2.801895362999999,2.64,122.96,120.81,78.7,16.82
53,2,2.82137260405,3.09,125.78,123.9,79.59,16.669999999999998
54,2,2.889975825199999,2.87,128.67,126.77,80.62,15.119999999999997
55,2,2.950700195699999,2.7,131.62,129.47,81.58,13.490000000000002
56,2,2.9706588501999995,3.24,134.59,132.71,82.47,13.3
57,2,2.9484958422999994,2.87,137.54,135.58,83.54,14.73
58,2,2.9576407370499993,3.1,140.5,138.68,84.49,14.89
59,2,2.97579166505,3.18,143.48,141.86,85.51,14.789999999999997
60,2,2.9494304199999983,3.05,146.43,144.91,86.55,15.900000000000002
61,2,2.9622781003,2.68,149.39,147.59,87.54,15.89
62,2,2.97690921655,2.91,152.37,150.5,88.41,15.79
63,2,2.9753138207499994,2.69,155.35,153.19,89.35,16.09
64,2,3.030172502699999,2.93,158.38,156.12,90.22,14.990000000000002
65,2,2.986349152799999,2.99,161.37,159.11,91.16,16.28
66,2,3.0497214032,3.3,164.42,162.41,92.12,15.04
67,2,3.0562355579499996,2.94,167.48,165.35,93.17,15.149999999999999
68,2,3.010813292499999,2.86,170.49,168.21,94.1,16.35
