floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,ET
0,16,1.6968797390499994,1.44,1.7,1.44,36.79,18.79
1,16,1.7166285147999998,1.69,3.42,3.13,37.36,18.79
2,16,1.7452088676999997,1.96,5.17,5.09,38.03,18.0
3,16,1.7738569479999993,1.47,6.94,6.56,38.8,17.62
4,16,1.7899445196999995,1.81,8.73,8.37,39.38,18.270000000000003
5,16,1.7964520652999993,2.04,10.53,10.41,40.09,19.76
6,16,1.8263505432,1.81,12.36,12.22,40.88,19.460000000000004
7,16,1.8339879997999995,1.93,14.19,14.15,41.59,20.34
8,16,1.8364742068000004,1.92,16.03,16.07,42.34,21.28
9,16,1.8879760580499996,1.94,17.92,18.01,43.09,19.93
10,16,1.9014633647999994,1.94,19.82,19.95,43.84,20.39
11,16,1.9295131502999998,1.63,21.75,21.58,44.59,20.119999999999997
12,16,1.9426531246999994,1.82,23.69,23.4,45.22,20.369999999999997
13,16,1.9518250232000003,2.07,25.64,25.47,45.92,20.830000000000002
14,16,1.9774759047999997,2.27,27.62,27.74,46.71,20.700000000000003
15,16,2.0094408891999995,2.04,29.63,29.78,47.58,20.4
16,16,2.0246118837999996,1.98,31.65,31.76,48.36,20.650000000000002
17,16,1.9939620831999998,1.96,33.64,33.72,49.12,22.299999999999997
18,16,2.044108106799999,1.95,35.68,35.67,49.86,21.36
19,16,2.0186308319999995,1.74,37.7,37.41,50.6,22.639999999999997
20,16,2.0261398257999996,1.89,39.73,39.3,51.26,22.86
21,16,2.03041405345,2.15,41.76,41.45,51.97,23.169999999999998
22,16,2.1155732647,1.9,43.88,43.35,52.78,21.43
23,16,2.09414269255,1.93,45.97,45.28,53.49,22.470000000000002
24,16,2.132548836549999,2.03,48.1,47.31,54.21,21.91
25,16,2.1622096339499994,2.23,50.26,49.54,54.97,21.59
26,16,2.173352619999998,2.37,52.43,51.91,55.8,21.800000000000004
27,16,2.2129975792,1.93,54.64,53.84,56.68,21.280000000000005
28,16,2.2363030969999995,2.5,56.88,56.34,57.4,21.090000000000003
29,16,2.1567100791999994,2.03,59.04,58.37,58.32,23.42
30,16,2.173993262949999,2.34,61.21,60.71,59.07,23.37
31,16,2.2034247759499994,2.4,63.41,63.11,59.93,23.11
32,16,2.2850723008,2.27,65.7,65.38,60.81,21.7
33,16,2.2451789146999994,2.24,67.95,67.62,61.63,22.92
34,16,2.29084285825,2.49,70.24,70.11,62.45,22.29
35,16,2.280794589499999,2.09,72.52,72.2,63.35,22.84
36,16,2.366380036299999,2.38,74.89,74.58,64.11,21.32
37,16,2.33407992895,2.26,77.22,76.84,64.97,22.35
38,16,2.3765273967000002,2.56,79.6,79.4,65.78,21.77
39,16,2.4541687345000005,2.44,82.05,81.84,66.7,20.409999999999997
40,16,2.36151765795,2.1,84.41,83.94,67.57,22.67
41,16,2.4294639711999992,2.24,86.84,86.18,68.32,21.580000000000002
42,16,2.4818291872,2.35,89.32,88.53,69.12,20.76
43,16,2.4948674279999996,2.5,91.81,91.03,69.95,20.78
44,16,2.5184056197999998,2.49,94.33,93.52,70.84,20.589999999999996
45,16,2.4695508533,2.63,96.8,96.15,71.71,21.84
46,16,2.5682943567999996,2.41,99.37,98.56,72.64,20.14
47,16,2.6448042901999993,2.38,102.01,100.94,73.48,18.69
48,16,2.635221904299999,2.49,104.65,103.43,74.31,19.24
49,16,2.5841738272000003,2.44,107.23,105.87,75.18,20.599999999999998
50,16,2.6958766987,2.57,109.93,108.44,76.02,18.449999999999996
51,16,2.5974518992999998,2.72,112.53,111.16,76.91,20.799999999999997
52,16,2.60418028,2.65,115.13,113.81,77.85,20.9
53,16,2.5650692588,2.59,117.7,116.4,78.76,21.78
54,16,2.5898507792499985,2.87,120.29,119.27,79.65,21.53
55,16,2.64013937695,2.51,122.93,121.78,80.63,20.849999999999998
56,16,2.5066767982,2.74,125.44,124.52,81.48,23.13
57,16,2.5842606552999987,2.59,128.02,127.11,82.41,22.080000000000002
58,16,2.5895578191999995,2.7,130.61,129.81,83.28,22.119999999999997
59,16,2.6484759242999996,2.49,133.26,132.3,84.19,21.32
60,16,2.5453909321999992,2.75,135.81,135.05,85.03,22.98
61,16,2.694956713,2.66,138.5,137.71,85.95,20.82
62,16,2.573237246699999,2.48,141.07,140.19,86.83,22.76
63,16,2.7109462902999995,2.93,143.78,143.12,87.66,20.790000000000003
64,16,2.6240646406999986,2.44,146.4,145.56,88.63,22.2
65,16,2.6470395261999995,2.82,149.05,148.38,89.43,21.94
66,16,2.702561561799999,2.84,151.75,151.22,90.36,21.21
67,16,2.761607377299999,2.9,154.51,154.12,91.29,20.4
68,16,2.6689741407999996,2.74,157.18,156.86,92.24,21.84
69,16,2.6202932119499986,2.87,159.8,159.73,93.13,22.55
70,16,2.5702726842999994,2.76,162.37,162.49,94.06,23.23
71,16,2.609610299499999,2.48,164.98,164.97,94.95,22.76
72,16,2.710343027,3.01,167.69,167.98,95.75,21.46
73,16,2.711042945199999,2.83,170.4,170.81,96.72,21.490000000000002
74,16,2.5743456306999986,2.37,172.97,173.18,97.62,23.249999999999996
75,16,2.5946911157000003,2.71,175.56,175.89,98.38,23.009999999999998
76,16,2.7110335288000003,2.73,178.27,178.62,99.24,21.559999999999995
77,16,2.7525237204999997,2.96,181.02,181.58,100.1,21.029999999999994
78,16,2.7777597114500003,2.87,183.8,184.45,101.03,20.709999999999997
79,16,2.893381459299999,3.07,186.69,187.52,101.94,19.11
80,16,2.986684707999999,2.89,189.68,190.41,102.9,17.720000000000002
81,16,2.88351277,2.68,192.56,193.09,103.8,19.3
82,16,2.8085149639499996,2.83,195.37,195.92,104.63,20.33
83,16,2.9734123377999997,3.18,198.34,199.1,105.51,18.02
84,16,2.7941780227999993,2.76,201.13,201.86,106.49,20.5
85,16,2.942979667299998,2.98,204.07,204.84,107.34,18.49
86,16,2.7768447655000004,2.71,206.85,207.55,108.25,20.68
87,16,2.830048058200001,2.72,209.68,210.27,109.08,19.99
88,16,2.7576163569999994,2.56,212.44,212.83,109.9,20.86
89,16,2.7524547561999997,2.78,215.19,215.61,110.68,20.889999999999997
