floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,ET
0,4,1.8166798319999997,2.0,1.82,2.0,40.0,15.59
1,4,1.8457506955499996,1.7,3.67,3.7,40.81,15.59
2,4,1.8673533012999999,1.96,5.54,5.66,41.49,14.959999999999999
3,4,1.8945884542000002,1.7,7.43,7.36,42.28,14.77
4,4,1.9209484347999999,1.81,9.35,9.17,42.96,15.370000000000001
5,4,1.9432277511999998,1.86,11.29,11.03,43.68,14.59
6,4,1.9708392541999997,2.23,13.26,13.26,44.42,15.1
7,4,1.9944261562999996,2.26,15.25,15.52,45.31,17.16
8,4,2.031068992,2.07,17.28,17.59,46.2,14.959999999999997
9,4,2.0583348431999995,2.2,19.34,19.79,47.02,15.319999999999997
10,4,2.0828411571999994,1.82,21.42,21.61,47.88,16.22
11,4,2.1095939019999994,2.18,23.53,23.79,48.6,15.34
12,4,2.1350403454999998,2.1,25.67,25.89,49.45,15.719999999999999
13,4,2.15445844145,1.86,27.82,27.75,50.27,16.509999999999998
14,4,2.1821486319999996,1.94,30.0,29.69,51.0,15.839999999999998
15,4,2.1994458092499998,1.93,32.2,31.62,51.75,16.43
16,4,2.2092627624999994,1.95,34.41,33.57,52.5,17.35
17,4,2.2455259953,2.05,36.66,35.62,53.26,16.25
18,4,2.2556750694999996,1.99,38.92,37.61,54.05,17.16
19,4,2.294362571199999,2.39,41.21,40.0,54.82,15.879999999999999
20,4,2.3168124249499997,2.62,43.53,42.62,55.73,16.15
21,4,2.3295781478,2.45,45.86,45.07,56.74,17.099999999999998
22,4,2.3734685629500003,2.11,48.23,47.18,57.67,15.89
23,4,2.3804661014499997,2.27,50.61,49.45,58.47,16.79
24,4,2.4307396454499983,2.51,53.04,51.96,59.33,14.850000000000001
25,4,2.4410591771999997,2.28,55.48,54.24,60.28,15.979999999999997
26,4,2.470433707299999,2.56,57.95,56.8,61.14,15.51
27,4,2.4992346729999997,2.64,60.45,59.44,62.1,15.219999999999999
28,4,2.4904437567999995,2.74,62.94,62.18,63.09,16.98
29,4,2.503508852199999,2.68,65.44,64.86,64.12,17.41
30,4,2.54984527605,2.4,67.99,67.26,65.11,16.43
31,4,2.556530787999999,2.47,70.55,69.73,66.0,16.98
32,4,2.5856105882,2.45,73.14,72.18,66.92,16.63
33,4,2.5843779061999994,2.58,75.72,74.76,67.82,17.380000000000003
34,4,2.6249254737000003,2.84,78.34,77.6,68.77,16.64
35,4,2.6605268699999995,2.69,81.0,80.29,69.8,16.1
36,4,2.6977146808,2.96,83.7,83.25,70.79,15.42
37,4,2.7192147863,2.76,86.42,86.01,71.86,15.45
38,4,2.742174129799999,2.66,89.16,88.67,72.86,15.340000000000002
39,4,2.7896391811999997,2.5,91.95,91.17,73.82,14.080000000000002
40,4,2.8081102592000002,2.86,94.76,94.03,74.72,14.080000000000002
41,4,2.8403987432999998,2.64,97.6,96.67,75.74,13.490000000000002
42,4,2.8378730732999986,2.84,100.44,99.51,76.69,14.48
43,4,2.8315529094999983,2.58,103.27,102.09,77.7,15.41
44,4,2.858202427299999,2.82,106.13,104.91,78.61,15.040000000000003
45,4,2.9002256060499993,3.07,109.03,107.98,79.61,14.130000000000003
46,4,2.9097888333,3.15,111.94,111.13,80.69,14.48
47,4,2.896872951549999,3.13,114.84,114.26,81.79,15.490000000000002
48,4,2.928633679299999,2.68,117.77,116.94,82.89,15.040000000000003
49,4,2.9540395597000004,3.03,120.72,119.97,83.82,14.690000000000001
50,4,2.99993677195,2.86,123.72,122.83,84.87,13.690000000000001
51,4,3.0096296247999996,3.09,126.73,125.92,85.86,13.88
52,4,3.0060556032,2.77,129.74,128.69,86.92,14.48
53,4,3.04463075695,3.28,132.78,131.97,87.87,13.690000000000001
54,4,3.047509915299999,2.82,135.83,134.79,88.99,14.080000000000002
55,4,3.085319845,3.02,138.92,137.81,89.95,13.3
56,4,3.0924030602,2.8,142.01,140.61,90.97,13.500000000000004
57,4,3.0519590331999997,3.26,145.06,143.87,91.92,14.93
58,4,3.07337414505,3.1,148.13,146.97,93.01,14.690000000000003
59,4,3.0899065637499987,3.11,151.22,150.08,94.05,14.55
60,4,3.127217551549999,3.15,154.35,153.23,95.09,13.870000000000001
61,4,3.101928936299999,2.81,157.45,156.04,96.14,14.75
62,4,3.0490119811999983,2.83,160.5,158.87,97.07,16.060000000000002
63,4,3.0045904979999993,2.95,163.5,161.82,98.0,17.029999999999998
64,4,3.0018869841999996,2.89,166.5,164.71,98.97,17.18
65,4,3.0069117431999985,3.11,169.51,167.82,99.92,17.18
66,4,3.0757717379500003,2.91,172.59,170.73,100.93,16.03
67,4,3.0516586432,3.28,175.64,174.01,101.88,16.56
68,4,3.0412622117999986,2.96,178.68,176.97,102.94,16.82
69,4,3.133791584799999,2.97,181.81,179.94,103.89,15.22
70,4,3.116127341799998,2.85,184.93,182.79,104.84,15.629999999999999
71,4,3.0813632127999995,3.2,188.01,185.99,105.76,16.299999999999997
72,4,3.1138760099499985,2.96,191.12,188.95,106.77,15.789999999999996
73,4,3.1493155965499997,3.38,194.27,192.33,107.71,15.21
74,4,3.1634110477,3.43,197.43,195.76,108.78,15.010000000000002
75,4,3.215968912299999,3.28,200.65,199.04,109.86,14.09
76,4,3.2533339797999994,3.15,203.9,202.19,110.89,13.420000000000002
