floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight
0,4,1.7159698227999995,1.45,1.72,1.45,37.74
1,4,1.7341696472999997,1.87,3.45,3.32,38.29
2,4,1.768869562,1.7,5.22,5.02,39.0
3,4,1.7605100788,1.61,6.98,6.63,39.64
4,4,1.8002171062499996,2.1,8.78,8.73,40.25
5,4,1.8134246607999998,2.03,10.59,10.76,41.04
6,4,1.8612204679999993,2.16,12.45,12.92,41.8
7,4,1.8903229522999996,2.01,14.34,14.93,42.61
8,4,1.8925663487999997,2.16,16.23,17.09,43.36
9,4,1.9140720231999997,1.67,18.14,18.76,44.17
10,4,1.9139293835499998,1.79,20.05,20.55,44.79
11,4,1.9432848167500003,1.69,21.99,22.24,45.45
12,4,1.9616066032,1.98,23.95,24.22,46.08
13,4,1.9857867992999996,2.07,25.94,26.29,46.81
14,4,1.9875721124499992,1.8,27.93,28.09,47.57
15,4,2.04173270495,1.92,29.97,30.01,48.23
16,4,2.0539353533,1.82,32.02,31.83,48.94
17,4,2.087354592,2.34,34.11,34.17,49.6
18,4,2.0963243532999996,2.2,36.21,36.37,50.46
19,4,2.0870831238,2.05,38.3,38.42,51.26
20,4,2.0919145919999997,1.96,40.39,40.38,52.0
21,4,2.13539689855,2.3,42.53,42.68,52.71
22,4,2.1522313402999993,2.36,44.68,45.04,53.54
23,4,2.1865180610499997,2.39,46.87,47.43,54.39
24,4,2.249159712999999,2.54,49.12,49.97,55.25
25,4,2.2125883647999998,2.39,51.33,52.36,56.16
26,4,2.27527032905,2.03,53.61,54.39,57.01
27,4,2.3180717287999992,2.32,55.93,56.71,57.74
28,4,2.2552157007999996,2.08,58.19,58.79,58.56
29,4,2.3528226869999993,2.63,60.54,61.42,59.3
30,4,2.3637505901999996,2.27,62.9,63.69,60.23
31,4,2.32119238095,2.48,65.22,66.17,61.03
32,4,2.3809361129999993,2.59,67.6,68.76,61.9
33,4,2.4308310819999996,2.17,70.03,70.93,62.8
34,4,2.389534813799999,2.48,72.42,73.41,63.56
35,4,2.4648830207,2.23,74.88,75.64,64.42
36,4,2.470712918,2.49,77.35,78.13,65.2
37,4,2.4434395618000004,2.54,79.79,80.67,66.06
38,4,2.4995969992000004,2.75,82.29,83.42,66.93
39,4,2.5539764051999994,2.69,84.84,86.11,67.88
40,4,2.5808648479999996,2.55,87.42,88.66,68.8
41,4,2.4774801679499996,2.31,89.9,90.97,69.67
42,4,2.5697463177999995,2.74,92.47,93.71,70.46
43,4,2.54943554105,2.7,95.02,96.41,71.39
44,4,2.5455639594999995,2.54,97.57,98.95,72.3
45,4,2.6284238847999988,2.85,100.2,101.8,73.16
46,4,2.5233719271999995,2.68,102.72,104.48,74.12
47,4,2.6481165411999994,2.79,105.37,107.27,75.02
48,4,2.6345588575,2.46,108.0,109.73,75.95
49,4,2.6998420889499983,2.99,110.7,112.72,76.77
50,4,2.6920696287999997,2.8,113.39,115.52,77.76
51,4,2.7325403270499997,2.73,116.12,118.25,78.69
52,4,2.7625038447999994,2.85,118.88,121.1,79.59
53,4,2.6999378631999997,2.71,121.58,123.81,80.52
54,4,2.7001896493,2.89,124.28,126.7,81.41
55,4,2.6622825032499997,2.7,126.94,129.4,82.35
56,4,2.77473761895,2.85,129.71,132.25,83.23
57,4,2.7231930737499987,2.94,132.43,135.19,84.15
58,4,2.773166127999999,2.74,135.2,137.93,85.1
59,4,2.7176173537,2.68,137.92,140.61,85.98
60,4,2.7305901528,2.75,140.65,143.36,86.84
61,4,2.757842624199999,2.96,143.41,146.32,87.72
62,4,2.7306421766999986,2.61,146.14,148.93,88.67
63,4,2.737282299549999,2.96,148.88,151.89,89.49
64,4,2.8494018286999987,2.67,151.73,154.56,90.43
65,4,2.70386000945,2.63,154.43,157.19,91.27
66,4,2.8443191424999994,2.86,157.27,160.05,92.1
67,4,2.74036504005,3.0,160.01,163.05,92.99
68,4,2.769454250949998,3.05,162.78,166.1,93.93
69,4,2.830146003199999,2.98,165.61,169.08,94.88
70,4,2.918358067,2.64,168.53,171.72,95.8
71,4,2.8458301706999993,2.69,171.38,174.41,96.62
72,4,2.84414274175,2.75,174.22,177.16,97.45
73,4,2.748281005299999,2.59,176.97,179.75,98.29
74,4,2.9137139691999994,3.14,179.88,182.89,99.08
75,4,2.9302087507999994,2.99,182.81,185.88,100.04
76,4,2.8026832217499997,2.84,185.61,188.72,100.95
77,4,2.871794938,2.89,188.48,191.61,101.8
78,4,2.861476946199999,2.81,191.34,194.42,102.68
79,4,2.8782194231999987,3.13,194.22,197.55,103.52
80,4,2.7069125997999985,2.56,196.93,200.11,104.46
81,4,2.755276056699998,2.62,199.69,202.73,105.22
82,4,2.7543300219999987,2.77,202.44,205.5,106.0
83,4,2.9996349046999993,3.28,205.44,208.78,106.82
84,4,2.7370276948,2.89,208.18,211.67,107.79
85,4,2.872366328799999,3.06,211.05,214.73,108.64
86,4,2.7412400232999987,2.81,213.79,217.54,109.54
87,4,2.776019418799998,2.89,216.57,220.43,110.36
88,4,2.8174330879999987,2.54,219.39,222.97,111.2
89,4,2.815826999950001,3.0,222.21,225.97,111.93
90,4,2.7852419199999994,2.7,225.0,228.67,112.8
