floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight
0,8,1.7535269631999997,1.71,1.75,1.71,38.88
1,8,1.7762702291999999,2.02,3.53,3.73,39.58
2,8,1.8151176519999996,2.05,5.35,5.78,40.4
3,8,1.8101231828000004,1.51,7.16,7.29,41.24
4,8,1.8509797862499997,1.63,9.01,8.92,41.85
5,8,1.8586475202999992,1.96,10.87,10.88,42.51
6,8,1.9087413679999996,1.65,12.78,12.53,43.3
7,8,1.9332059826999997,2.2,14.71,14.73,43.97
8,8,1.9372273554999992,2.14,16.65,16.87,44.85
9,8,1.9594019077999998,2.23,18.61,19.1,45.71
10,8,1.965241155,2.16,20.58,21.26,46.6
11,8,2.0002736533,2.24,22.58,23.5,47.46
12,8,2.0251353680000004,1.9,24.61,25.4,48.35
13,8,2.0495992872999995,2.0,26.66,27.4,49.11
14,8,2.0497898344999994,1.83,28.71,29.23,49.9
15,8,2.1077577097000004,2.4,30.82,31.63,50.62
16,8,2.1247525874499997,1.88,32.94,33.51,51.57
17,8,2.1606892244999996,1.93,35.1,35.44,52.3
18,8,2.1644946243,1.88,37.26,37.32,53.06
19,8,2.1503071019999993,2.09,39.41,39.41,53.8
20,8,2.1548924043000004,1.89,41.56,41.3,54.61
21,8,2.1997969852999995,2.01,43.76,43.31,55.34
22,8,2.2141016882,2.44,45.97,45.75,56.12
23,8,2.25061081045,2.33,48.22,48.08,57.07
24,8,2.3165860921999992,2.23,50.54,50.31,57.97
25,8,2.2727137812000002,2.55,52.81,52.86,58.82
26,8,2.3403716450000003,2.58,55.15,55.44,59.8
27,8,2.3903939083,2.66,57.54,58.1,60.79
28,8,2.323239193,2.45,59.86,60.55,61.8
29,8,2.430880706199999,2.31,62.29,62.86,62.73
30,8,2.437849948,2.56,64.73,65.42,63.6
31,8,2.3920188424499993,2.1,67.12,67.52,64.57
32,8,2.452209448799999,2.73,69.57,70.25,65.36
33,8,2.5058187106999994,2.61,72.08,72.86,66.38
34,8,2.4620102567999997,2.29,74.54,75.15,67.36
35,8,2.5409713070499986,2.29,77.08,77.44,68.21
36,8,2.5456073593,2.78,79.63,80.22,69.06
37,8,2.5155685018000002,2.33,82.15,82.55,70.09
38,8,2.573457223,2.74,84.72,85.29,70.95
39,8,2.6306460107999996,2.77,87.35,88.06,71.96
40,8,2.6582163046999994,2.47,90.01,90.53,72.97
41,8,2.5425900282,2.84,92.55,93.37,73.88
42,8,2.6437563147999996,2.88,95.19,96.25,74.91
43,8,2.6197005477999995,2.86,97.81,99.11,75.96
44,8,2.613733555049999,2.81,100.42,101.92,76.99
45,8,2.703308751999999,2.83,103.12,104.75,78.0
46,8,2.5856446552,2.48,105.71,107.23,79.02
47,8,2.71803113,3.01,108.43,110.24,79.9
48,8,2.7014014711999983,2.76,111.13,113.0,80.98
49,8,2.7719836858000004,2.98,113.9,115.98,81.96
50,8,2.7600308000499996,2.83,116.66,118.81,83.01
51,8,2.801752330049999,2.76,119.46,121.57,84.01
52,8,2.832034090199999,2.89,122.29,124.46,84.98
53,8,2.7600790362999996,2.93,125.05,127.39,85.99
54,8,2.758107425299999,2.65,127.81,130.04,87.01
55,8,2.7131257612999997,2.67,130.52,132.71,87.94
56,8,2.8330956372999996,2.89,133.35,135.6,88.86
57,8,2.7736946262999984,2.6,136.12,138.2,89.86
58,8,2.8242915655,3.0,138.94,141.2,90.75
59,8,2.7614488526999996,2.77,141.7,143.97,91.78
60,8,2.7729469686999986,2.77,144.47,146.74,92.73
61,8,2.7997282144499986,3.03,147.27,149.77,93.67
62,8,2.7670399199999998,2.8,150.04,152.57,94.7
63,8,2.7717863518,2.53,152.81,155.1,95.64
64,8,2.890292648299999,3.16,155.7,158.26,96.49
65,8,2.7295155992500004,3.02,158.43,161.28,97.55
66,8,2.8801340607999992,2.92,161.31,164.2,98.56
67,8,2.763466837949999,2.66,164.07,166.86,99.53
68,8,2.791554485699998,3.08,166.86,169.94,100.42
69,8,2.854324916799999,3.14,169.71,173.08,101.44
70,8,2.94785637545,3.06,172.66,176.14,102.47
71,8,2.8653793514499983,2.68,175.53,178.82,103.47
72,8,2.86042208425,3.08,178.39,181.9,104.35
73,8,2.7527451844999993,2.84,181.14,184.74,105.35
74,8,2.930667270199999,3.04,184.07,187.78,106.27
75,8,2.945055726999999,2.96,187.02,190.74,107.25
76,8,2.801765231049998,2.83,189.82,193.57,108.21
77,8,2.8739782888,2.9,192.69,196.47,109.11
78,8,2.859255587799999,3.05,195.55,199.52,110.04
79,8,2.87409741405,3.08,198.42,202.6,111.01
80,8,2.6839069437999976,2.56,201.1,205.16,111.99
81,8,2.7333511719999994,2.85,203.83,208.01,112.8
82,8,2.7289149180499974,2.83,206.56,210.84,113.69
83,8,2.9942422867000005,2.71,209.55,213.55,114.58
84,8,2.703944279199998,2.65,212.25,216.2,115.43
85,8,2.8481048202999983,2.83,215.1,219.03,116.26
86,8,2.702658800949999,2.65,217.8,221.68,117.13
87,8,2.737446127999998,2.86,220.54,224.54,117.95
88,8,2.7790643967999986,3.08,223.32,227.62,118.84
89,8,2.773236471699999,2.48,226.09,230.1,119.78
90,8,2.7378268348,2.97,228.83,233.07,120.54
