floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight
0,5,1.7772395312999998,2.04,1.78,2.04,39.61
1,5,1.8032426292,1.94,3.58,3.98,40.42
2,5,1.8407874537999993,1.7,5.42,5.68,41.19
3,5,1.8293113322,1.91,7.25,7.59,41.87
4,5,1.8749585756999996,1.85,9.12,9.44,42.62
5,5,1.8840098754999999,1.86,11.0,11.3,43.35
6,5,1.9330129711999995,1.79,12.93,13.09,44.08
7,5,1.9586203903,1.84,14.89,14.93,44.79
8,5,1.9566595902999997,2.07,16.85,17.0,45.51
9,5,1.9770333111999996,2.19,18.83,19.19,46.32
10,5,1.9810650304499995,2.02,20.81,21.21,47.17
11,5,2.01386387925,2.13,22.82,23.34,47.95
12,5,2.0368826842,2.24,24.86,25.58,48.78
13,5,2.0639334288,2.07,26.92,27.65,49.64
14,5,2.0638265917999994,2.33,28.98,29.98,50.44
15,5,2.1270950052999997,2.16,31.11,32.14,51.34
16,5,2.14042992445,2.27,33.25,34.41,52.17
17,5,2.1798982729499996,2.17,35.43,36.58,53.03
18,5,2.1847982523000002,2.14,37.61,38.72,53.86
19,5,2.1712297842000003,2.14,39.78,40.86,54.67
20,5,2.1751371911999997,2.32,41.96,43.18,55.48
21,5,2.2238538638000005,2.02,44.18,45.2,56.36
22,5,2.2371981831999994,2.36,46.42,47.56,57.12
23,5,2.2722506115499996,2.26,48.69,49.82,58.01
24,5,2.337854813799999,2.57,51.03,52.39,58.86
25,5,2.294413301199999,2.13,53.32,54.52,59.82
26,5,2.35855177505,2.06,55.68,56.58,60.61
27,5,2.4036269446999996,2.39,58.08,58.97,61.37
28,5,2.3324764552999993,2.23,60.41,61.2,62.26
29,5,2.4385190291999996,2.33,62.85,63.53,63.08
30,5,2.4450142818,2.69,65.3,66.22,63.94
31,5,2.3988747454499997,2.1,67.7,68.32,64.93
32,5,2.4588940629999994,2.72,70.16,71.04,65.7
33,5,2.51201419555,2.76,72.67,73.8,66.69
34,5,2.4679675405499992,2.66,75.14,76.46,67.69
35,5,2.5493450592499993,2.27,77.69,78.73,68.65
36,5,2.5531300454499988,2.37,80.24,81.1,69.47
37,5,2.5196108962,2.75,82.76,83.85,70.33
38,5,2.5796821018000005,2.46,85.34,86.31,71.31
39,5,2.6347232207999998,2.66,87.97,88.97,72.19
40,5,2.6611874847999992,2.76,90.63,91.73,73.14
41,5,2.5460379582,2.79,93.18,94.52,74.12
42,5,2.646852896799999,2.53,95.83,97.05,75.11
43,5,2.620270011999999,2.61,98.45,99.66,76.0
44,5,2.6127959781999994,2.39,101.06,102.05,76.92
45,5,2.699868140799999,2.71,103.76,104.76,77.76
46,5,2.582056408299999,2.42,106.34,107.18,78.71
47,5,2.7134083824999995,2.58,109.05,109.76,79.55
48,5,2.6948244007999995,2.73,111.74,112.49,80.44
49,5,2.7647110700499984,2.85,114.5,115.34,81.39
50,5,2.75247475845,2.46,117.25,117.8,82.37
51,5,2.792358546699999,2.68,120.04,120.48,83.22
52,5,2.822022382199999,2.56,122.86,123.04,84.13
53,5,2.7503910502999998,3.02,125.61,126.06,85.01
54,5,2.7490901317,2.54,128.36,128.6,86.03
55,5,2.7048353545000006,2.68,131.06,131.28,86.9
56,5,2.823304677,2.66,133.88,133.94,87.8
57,5,2.7647387825,2.72,136.64,136.66,88.7
58,5,2.815245916299999,3.0,139.46,139.66,89.61
59,5,2.75394500505,2.48,142.21,142.14,90.61
60,5,2.7651358767999996,2.79,144.98,144.93,91.44
61,5,2.792007709799999,2.7,147.77,147.63,92.36
62,5,2.7599804927999987,2.78,150.53,150.41,93.26
63,5,2.76523830295,3.03,153.3,153.44,94.17
64,5,2.8829311666999993,3.06,156.18,156.5,95.17
65,5,2.7255481199499987,2.84,158.91,159.34,96.17
66,5,2.8737960455499993,2.76,161.78,162.1,97.09
67,5,2.7599288650500005,2.65,164.54,164.75,97.99
68,5,2.788116130749999,3.0,167.33,167.75,98.85
69,5,2.8503019137999988,2.77,170.18,170.52,99.81
70,5,2.942170719499999,3.11,173.12,173.63,100.7
71,5,2.8625488824999983,2.63,175.98,176.26,101.7
72,5,2.8584272922999987,2.83,178.84,179.09,102.54
73,5,2.753967068799999,2.53,181.59,181.62,103.44
74,5,2.9284680088,2.74,184.52,184.36,104.24
75,5,2.9433155169999994,3.18,187.46,187.54,105.1
76,5,2.8047160554999984,2.99,190.26,190.53,106.1
77,5,2.8760391807999994,2.81,193.14,193.34,107.04
78,5,2.8626393092,3.11,196.0,196.45,107.92
79,5,2.8780895772000004,2.69,198.88,199.14,108.88
80,5,2.693791477199999,2.74,201.57,201.88,109.72
81,5,2.7427848087999993,3.01,204.31,204.89,110.56
82,5,2.739169085049998,2.77,207.05,207.66,111.49
83,5,2.9988530243,2.77,210.05,210.43,112.34
84,5,2.716682924199999,2.63,212.77,213.06,113.18
85,5,2.858371443699999,2.89,215.63,215.95,113.98
86,5,2.7171804562999986,2.71,218.35,218.66,114.86
87,5,2.7519654111999987,2.62,221.1,221.28,115.68
88,5,2.7941090907999984,2.87,223.89,224.15,116.46
89,5,2.7897968669499993,2.81,226.68,226.96,117.33
90,5,2.7554889517,2.92,229.44,229.88,118.17
