floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,ET
0,6,1.5860994557458454,1.58,1.59,1.58,36.32,18.79
1,6,1.605026042233989,1.69,3.2,3.27,36.95,18.79
2,6,1.6251161239217022,1.83,4.83,5.1,37.62,17.38
3,6,1.6464098408158505,1.91,6.48,7.01,38.34,18.99
4,6,1.6681920859690507,1.75,8.15,8.76,39.09,20.269999999999996
5,6,1.6886985968649089,1.79,9.84,10.55,39.78,19.539999999999996
6,6,1.7086415093868499,1.72,11.55,12.27,40.48,20.529999999999994
7,6,1.7268197210952425,1.87,13.28,14.14,41.16,21.57999999999999
8,6,1.7488239393854141,1.71,15.03,15.85,41.89,20.99999999999999
9,6,1.7678788716225644,1.83,16.8,17.68,42.56,21.05999999999999
10,6,1.789344663689974,2.01,18.59,19.69,43.27,19.79999999999999
11,6,1.8080573063127394,1.98,20.4,21.67,44.05,21.789999999999992
12,6,1.8312341862948627,1.78,22.23,23.45,44.81,21.14999999999999
13,6,1.8516390696179066,1.79,24.08,25.24,45.5,20.529999999999987
14,6,1.8697684890907837,1.87,25.95,27.11,46.19,21.099999999999987
15,6,1.891473344521315,2.1,27.84,29.21,46.91,20.02999999999999
16,6,1.9133746428049865,1.91,29.75,31.12,47.72,20.419999999999987
17,6,1.9320168213778701,2.19,31.68,33.31,48.45,21.03999999999999
18,6,1.9450177054432347,1.74,33.63,35.05,49.28,22.48999999999999
19,6,1.9688263696064634,1.94,35.6,36.99,49.94,21.76999999999999
20,6,1.9919830905979263,2.17,37.59,39.16,50.68,21.11999999999999
21,6,2.0150019110853523,2.31,39.61,41.47,51.5,20.819999999999993
22,6,2.0384483014224495,1.89,41.65,43.36,52.38,20.819999999999993
23,6,2.0596278528949346,1.91,43.71,45.27,53.09,19.859999999999992
24,6,2.0766106397163746,2.35,45.79,47.62,53.8,20.649999999999995
25,6,2.102958506117958,2.16,47.89,49.78,54.69,19.129999999999995
26,6,2.1206665752909473,2.3,50.01,52.08,55.49,20.709999999999997
27,6,2.147196387155459,2.41,52.16,54.49,56.35,18.389999999999997
28,6,2.1699342999158127,2.17,54.33,56.66,57.24,19.139999999999997
29,6,2.1893482894064844,2.08,56.52,58.74,58.05,20.04
30,6,2.2111751302693965,2.21,58.73,60.95,58.82,18.939999999999994
31,6,2.2283392069737666,2.5,60.96,63.45,59.63,20.459999999999994
32,6,2.252160271660601,2.41,63.21,65.86,60.55,20.359999999999992
33,6,2.272271174783177,2.15,65.48,68.01,61.43,20.729999999999997
34,6,2.2907803987571316,2.34,67.77,70.35,62.22,20.889999999999997
35,6,2.2957933145333964,2.18,70.07,72.53,63.07,22.029999999999994
36,6,2.318671295839577,2.13,72.39,74.66,63.86,21.819999999999997
37,6,2.355701794391213,2.22,74.75,76.88,64.63,20.099999999999994
38,6,2.370728545175274,2.09,77.12,78.97,65.43,20.779999999999994
39,6,2.3722875448974388,2.5,79.49,81.47,66.19,21.879999999999995
