floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight
0,0,1.7649288536999999,1.55,1.76,1.55,39.23
1,0,1.7840121972,1.91,3.54,3.46,39.82
2,0,1.7913836119999993,1.9,5.33,5.36,40.55
3,0,1.8240370462000002,1.95,7.15,7.31,41.27
4,0,1.8522571458,2.08,9.0,9.39,42.01
5,0,1.8279290479999997,2.12,10.83,11.51,42.8
6,0,1.8508217679999999,1.56,12.68,13.07,43.6
7,0,1.8938160642999997,1.61,14.57,14.68,44.19
8,0,1.8971100372999994,2.19,16.47,16.87,44.79
9,0,1.9486630146999995,2.1,18.42,18.97,45.62
10,0,1.9505869679999996,1.76,20.37,20.73,46.4
11,0,1.9445769583000005,1.85,22.31,22.58,47.06
12,0,1.9156629255,1.68,24.23,24.26,47.75
13,0,1.96027446095,2.25,26.19,26.51,48.37
14,0,1.9785847495500002,2.27,28.17,28.78,49.21
15,0,1.9519321394999996,1.7,30.12,30.48,50.05
16,0,1.9931640119499998,2.21,32.11,32.69,50.67
17,0,2.03203441905,1.9,34.14,34.59,51.49
18,0,2.0010186072,1.85,36.14,36.44,52.18
19,0,2.1034565922999993,2.25,38.24,38.69,52.86
20,0,2.1186033371999997,2.3,40.36,40.99,53.68
21,0,2.0603381461999994,2.04,42.42,43.03,54.52
22,0,2.0905395087999987,2.15,44.51,45.18,55.26
23,0,2.1203970778,2.24,46.63,47.42,56.04
24,0,2.225647184499999,1.93,48.86,49.35,56.85
25,0,2.2020949887499994,2.33,51.06,51.68,57.55
26,0,2.24449263755,2.01,53.3,53.69,58.39
27,0,2.2861523225499996,2.27,55.59,55.96,59.11
28,0,2.2470664031999994,2.31,57.84,58.27,59.92
29,0,2.2782733892500002,2.51,60.12,60.78,60.75
30,0,2.3675620167999996,2.21,62.49,62.99,61.64
31,0,2.3833588182,2.24,64.87,65.23,62.42
32,0,2.132269932699999,2.03,67.0,67.26,63.22
33,0,2.0844541146999997,2.28,69.08,69.54,63.93
34,0,2.0638574953,1.92,71.14,71.46,64.74
35,0,2.1629525890500005,2.43,73.3,73.89,65.41
36,0,2.0820159757999996,2.33,75.38,76.22,66.26
37,0,2.0910276112000004,2.22,77.47,78.44,67.08
38,0,2.09688551925,1.98,79.57,80.42,67.85
39,0,2.0730853108000002,2.13,81.64,82.55,68.54
40,0,2.1173833472,2.3,83.76,84.85,69.28
41,0,2.17526337495,2.29,85.94,87.14,70.07
42,0,2.1104832388000005,2.19,88.05,89.33,70.86
43,0,2.2660693700499994,2.41,90.32,91.74,71.61
44,0,2.2406459118,2.2,92.56,93.94,72.44
45,0,2.2792534463000003,2.3,94.84,96.24,73.19
46,0,2.240114816199999,2.43,97.08,98.67,73.98
47,0,2.3005779879999997,2.55,99.38,101.22,74.8
48,0,2.3349143661999996,2.3,101.71,103.52,75.67
49,0,2.2216278294999983,1.93,103.93,105.45,76.45
50,0,2.1844030105000005,1.97,106.11,107.42,77.1
51,0,2.1543931887999994,1.98,108.26,109.4,77.76
52,0,2.3179357192,2.37,110.58,111.77,78.42
53,0,2.2337723977,2.16,112.81,113.93,79.22
54,0,2.2467411783,2.28,115.06,116.21,79.94
55,0,2.2776835104999993,2.24,117.34,118.45,80.7
56,0,2.3692312808000002,2.45,119.71,120.9,81.44
57,0,2.279702022999999,2.39,121.99,123.29,82.25
58,0,2.298096344799999,2.05,124.29,125.34,83.04
59,0,2.278172614199999,2.27,126.57,127.61,83.72
60,0,2.325245245299999,2.14,128.9,129.75,84.46
61,0,2.239353911799999,2.43,131.14,132.18,85.16
62,0,2.250954589799999,2.55,133.39,134.73,85.96
63,0,2.4058223833,2.52,135.8,137.25,86.79
64,0,2.182354629999999,2.27,137.98,139.52,87.6
65,0,2.2915249002999993,1.99,140.27,141.51,88.34
66,0,2.2623515137,2.46,142.53,143.97,88.98
67,0,2.3866744606999992,2.35,144.92,146.32,89.77
68,0,2.2376646426999995,1.95,147.16,148.27,90.53
69,0,2.32734535425,2.59,149.49,150.86,91.15
70,0,2.2392994027000004,2.39,151.73,153.25,91.98
71,0,2.2525929503,1.99,153.98,155.24,92.74
72,0,2.3583824109500005,2.3,156.34,157.54,93.37
73,0,2.3857815595,2.26,158.73,159.8,94.1
74,0,2.257066359699999,2.17,160.99,161.97,94.82
75,0,2.342769768,2.16,163.33,164.13,95.5
76,0,2.2344731271999994,2.36,165.56,166.49,96.18
77,0,2.4099582292,2.56,167.97,169.05,96.92
78,0,2.325880474199999,2.35,170.3,171.4,97.72
79,0,2.21154472425,2.43,172.51,173.83,98.45
80,0,2.2252500740499985,1.98,174.74,175.81,99.21
81,0,2.258500546199999,2.05,177.0,177.86,99.82
82,0,2.2943074654999993,2.46,179.29,180.32,100.45
83,0,2.172464193299999,2.3,181.46,182.62,101.21
84,0,2.0870556992,1.98,183.55,184.6,101.92
85,0,2.14532277595,2.11,185.7,186.71,102.53
86,0,2.19288790795,1.91,187.89,188.62,103.17
87,0,2.126082671999999,2.27,190.02,190.89,103.75
88,0,2.1693545108,2.01,192.19,192.9,104.44
89,0,2.2536026967500002,2.06,194.44,194.96,105.05
90,0,2.3424000811999997,2.57,196.78,197.53,105.68
