floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight
0,18,1.6416761747999997,1.39,1.64,1.39,35.54
1,18,1.6604737393,1.5,3.3,2.89,36.09
2,18,1.6678035117999994,1.85,4.97,4.74,36.69
3,18,1.7003491742000005,1.52,6.67,6.26,37.42
4,18,1.7243838701999998,1.62,8.39,7.88,38.02
5,18,1.7044076767999996,1.92,10.09,9.8,38.66
6,18,1.7274127342999994,1.93,11.82,11.73,39.41
7,18,1.7732716206999994,1.77,13.59,13.5,40.17
8,18,1.7823609148000001,2.05,15.37,15.55,40.86
9,18,1.8308082072999994,1.59,17.2,17.14,41.66
10,18,1.8322581372000004,2.07,19.03,19.21,42.28
11,18,1.83482819405,2.04,20.86,21.25,43.09
12,18,1.8146687352,1.77,22.67,23.02,43.88
13,18,1.8594217988000004,2.07,24.53,25.09,44.56
14,18,1.8785107947999997,2.05,26.41,27.14,45.36
15,18,1.8562468094999995,1.83,28.27,28.97,46.15
16,18,1.8987721572999998,1.67,30.17,30.64,46.86
17,18,1.9328935124999995,1.94,32.1,32.58,47.5
18,18,1.9084587087999996,2.07,34.01,34.65,48.24
19,18,2.0075089834499993,2.14,36.02,36.79,49.03
20,18,2.0243671068,2.11,38.04,38.9,49.84
21,18,1.9731351268,1.92,40.01,40.82,50.64
22,18,2.0034358346999994,2.28,42.01,43.1,51.37
23,18,2.0356309214499992,2.22,44.05,45.32,52.23
24,18,2.135754399699999,2.23,46.19,47.55,53.07
25,18,2.120000192499999,2.01,48.31,49.56,53.9
26,18,2.1600528043,2.42,50.47,51.98,54.66
27,18,2.2050291958000003,2.16,52.68,54.14,55.56
28,18,2.1718171596999998,2.39,54.85,56.53,56.37
29,18,2.204739246299999,2.21,57.05,58.74,57.26
30,18,2.2880740746999995,2.17,59.34,60.91,58.07
31,18,2.3059930032000002,2.22,61.65,63.13,58.88
32,18,2.07369803705,2.09,63.72,65.22,59.69
33,18,2.0309960927999997,2.18,65.75,67.4,60.46
34,18,2.0131054362999996,1.97,67.76,69.37,61.26
35,18,2.1099592777,2.08,69.87,71.45,61.98
36,18,2.0333841838,1.79,71.9,73.24,62.74
37,18,2.0414535313,2.26,73.94,75.5,63.39
38,18,2.0495769670499993,2.17,75.99,77.67,64.21
39,18,2.029744312,1.86,78.02,79.53,65.0
40,18,2.0728787257000003,2.17,80.09,81.7,65.67
41,18,2.129850348250001,2.03,82.22,83.73,66.45
42,18,2.068987117200001,1.98,84.29,85.71,67.18
43,18,2.21864839105,2.47,86.51,88.18,67.89
44,18,2.19706849695,2.44,88.71,90.62,68.77
45,18,2.2371437368,2.05,90.95,92.67,69.64
46,18,2.200799028199999,2.03,93.15,94.7,70.37
47,18,2.2591735717999994,2.15,95.41,96.85,71.09
48,18,2.2925791779999996,2.0,97.7,98.85,71.85
49,18,2.1856358768000006,2.12,99.89,100.97,72.56
50,18,2.1523660654999994,2.05,102.04,103.02,73.3
51,18,2.1255545537000002,1.94,104.17,104.96,74.02
52,18,2.2838015200000004,2.28,106.45,107.24,74.7
53,18,2.2049692375,2.21,108.65,109.45,75.5
54,18,2.2193446099499994,2.42,110.87,111.87,76.27
55,18,2.251266118549999,2.12,113.12,113.99,77.11
56,18,2.340473526799998,2.23,115.46,116.22,77.84
57,18,2.2559545537999997,1.97,117.72,118.19,78.61
58,18,2.2744174760499987,2.09,119.99,120.28,79.29
59,18,2.2569667550499997,2.4,122.25,122.68,80.01
60,18,2.3041918079499997,2.56,124.55,125.24,80.83
61,18,2.223929013549999,2.08,126.77,127.32,81.71
62,18,2.2361281317,2.16,129.01,129.48,82.42
63,18,2.386099334500001,2.36,131.4,131.84,83.15
64,18,2.1725606762499994,2.41,133.57,134.25,83.95
65,18,2.2795193294499994,2.21,135.85,136.46,84.77
66,18,2.2529297870499994,2.04,138.1,138.5,85.51
67,18,2.3738077879999993,2.12,140.47,140.62,86.2
68,18,2.2314207942999986,1.98,142.7,142.6,86.91
69,18,2.3191683299499997,2.16,145.02,144.76,87.57
70,18,2.2354808615500006,2.47,147.26,147.23,88.29
71,18,2.2497944925499995,2.19,149.51,149.42,89.11
72,18,2.3532150028000007,2.06,151.86,151.48,89.84
73,18,2.3808184801999994,2.23,154.24,153.71,90.52
74,18,2.2578486162999987,2.22,156.5,155.93,91.26
75,18,2.3418807902999994,2.13,158.84,158.06,91.99
76,18,2.238308847199998,2.33,161.08,160.39,92.68
77,18,2.4092303620000006,2.39,163.49,162.78,93.45
78,18,2.3293136744499994,2.37,165.82,165.15,94.23
79,18,2.2197663329999995,1.92,168.04,167.07,95.0
80,18,2.2345106046999996,2.34,170.27,169.41,95.62
81,18,2.2674515981999996,2.37,172.54,171.78,96.38
82,18,2.3029215088,2.4,174.84,174.18,97.14
83,18,2.1857219392,2.27,177.03,176.45,97.92
84,18,2.1036388175000003,2.38,179.13,178.83,98.65
85,18,2.160595971549999,2.31,181.29,181.14,99.41
86,18,2.207433256299999,2.44,183.5,183.58,100.14
87,18,2.1421254891999992,2.27,185.64,185.85,100.92
88,18,2.185090538799999,2.46,187.83,188.31,101.64
89,18,2.267316213699999,2.43,190.1,190.74,102.42
90,18,2.3542221405499992,2.45,192.45,193.19,103.19
