floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight
0,15,1.7335104536999997,1.85,1.73,1.85,38.27
1,15,1.7587467647999995,1.55,3.49,3.4,39.04
2,15,1.7641725871999996,1.74,5.25,5.14,39.68
3,15,1.7964110918,1.79,7.05,6.93,40.39
4,15,1.8247305082,1.81,8.87,8.74,41.13
5,15,1.8009188626999997,1.83,10.67,10.57,41.87
6,15,1.822734615199999,2.07,12.49,12.64,42.62
7,15,1.8728128866999993,1.68,14.36,14.32,43.47
8,15,1.8789432404999995,1.93,16.24,16.25,44.15
9,15,1.9289762292999997,2.2,18.17,18.45,44.94
10,15,1.9347160362,1.79,20.1,20.24,45.83
11,15,1.930914106749999,2.1,22.03,22.34,46.55
12,15,1.9068333879999997,2.1,23.94,24.44,47.4
13,15,1.9569514588,2.21,25.9,26.65,48.24
14,15,1.97657978595,1.72,27.88,28.37,49.13
15,15,1.9464976511999998,1.9,29.83,30.27,49.82
16,15,1.9910169786999996,1.89,31.82,32.16,50.58
17,15,2.0282102054499997,2.01,33.85,34.17,51.33
18,15,1.9998920306999997,1.93,35.85,36.1,52.13
19,15,2.1041795375499994,2.33,37.95,38.43,52.89
20,15,2.1216661495499998,1.84,40.07,40.27,53.81
21,15,2.0607683802999994,2.16,42.13,42.43,54.54
22,15,2.0933213462999998,2.21,44.22,44.64,55.39
23,15,2.1250727213,2.35,46.35,46.99,56.26
24,15,2.2329330916999997,2.15,48.58,49.14,57.17
25,15,2.2119742040499997,1.96,50.79,51.1,58.01
26,15,2.2527093224500003,2.33,53.04,53.43,58.77
27,15,2.2985976711999996,2.19,55.34,55.62,59.68
28,15,2.2593697676999995,2.54,57.6,58.16,60.53
29,15,2.2932903954999992,2.32,59.89,60.48,61.5
30,15,2.3836709919999994,2.65,62.27,63.13,62.4
31,15,2.4038872997999996,2.38,64.67,65.51,63.41
32,15,2.1492638272000004,2.01,66.82,67.52,64.32
33,15,2.1009982202999997,2.02,68.92,69.54,65.09
34,15,2.0787872117499995,2.25,71.0,71.79,65.85
35,15,2.1815187145499992,2.07,73.18,73.86,66.71
36,15,2.0975663738,2.19,75.28,76.05,67.49
37,15,2.1060575593000004,2.39,77.39,78.44,68.31
38,15,2.112881642049999,1.89,79.5,80.33,69.21
39,15,2.0883039232000007,2.37,81.59,82.7,69.92
40,15,2.134196128,1.96,83.72,84.66,70.8
41,15,2.1918564483000003,2.06,85.91,86.72,71.54
42,15,2.1248997700000007,1.93,88.03,88.65,72.3
43,15,2.2822568256999998,1.99,90.31,90.64,73.02
44,15,2.2545894142500003,2.08,92.56,92.72,73.75
45,15,2.2934266312000005,2.09,94.85,94.81,74.52
46,15,2.252789799799999,2.23,97.1,97.04,75.29
47,15,2.3135735547999987,2.4,99.41,99.44,76.11
48,15,2.3477725401999994,2.53,101.76,101.97,76.98
49,15,2.2332070603,2.17,103.99,104.14,77.91
50,15,2.1957581705,1.94,106.19,106.08,78.7
51,15,2.1648596770000004,2.1,108.35,108.18,79.4
52,15,2.3315551167999993,2.26,110.68,110.44,80.16
53,15,2.2449578639500016,2.23,112.92,112.67,80.97
54,15,2.2579726027000007,2.3,115.18,114.97,81.78
55,15,2.289088402999999,2.43,117.47,117.4,82.6
56,15,2.38262452045,2.52,119.85,119.92,83.47
57,15,2.290516800199999,2.33,122.14,122.25,84.37
58,15,2.3085822699999987,2.56,124.45,124.81,85.2
59,15,2.288196305499999,2.48,126.74,127.29,86.1
60,15,2.3360328487,2.06,129.08,129.35,86.98
61,15,2.246952207499999,2.11,131.33,131.46,87.7
62,15,2.25767473875,2.55,133.59,134.01,88.45
63,15,2.415740582800001,2.33,136.01,136.34,89.34
64,15,2.1852919112499993,1.97,138.2,138.31,90.15
65,15,2.2961839378,2.54,140.5,140.85,90.84
66,15,2.2655883441999998,2.09,142.77,142.94,91.72
67,15,2.3921822167999993,2.45,145.16,145.39,92.44
68,15,2.2380757722999998,2.09,147.4,147.48,93.29
69,15,2.3293284925499993,2.16,149.73,149.64,94.01
70,15,2.23774602825,2.18,151.97,151.82,94.75
71,15,2.2503793790499995,2.53,154.22,154.35,95.49
72,15,2.3579441218000006,2.15,156.58,156.5,96.36
73,15,2.38507455905,2.29,158.97,158.79,97.09
74,15,2.2514165244499993,2.21,161.22,161.0,97.87
75,15,2.338472152299999,2.39,163.56,163.39,98.61
76,15,2.225528459199999,2.07,165.79,165.46,99.42
77,15,2.4053574931999995,2.66,168.2,168.12,100.12
78,15,2.3171343875499995,2.13,170.52,170.25,101.01
79,15,2.1983243921999995,1.99,172.72,172.24,101.72
80,15,2.211779935699999,2.11,174.93,174.35,102.38
81,15,2.2446228891999995,2.34,177.17,176.69,103.08
82,15,2.2797731248,2.21,179.45,178.9,103.86
83,15,2.1532752573000002,1.92,181.6,180.82,104.59
84,15,2.064965235199999,2.04,183.66,182.86,105.22
85,15,2.1234235555,2.34,185.78,185.2,105.9
86,15,2.1705139193000003,2.22,187.95,187.42,106.66
87,15,2.0996310468000003,1.93,190.05,189.35,107.39
88,15,2.1435932961999997,1.94,192.19,191.29,108.02
89,15,2.2292916267499994,2.1,194.42,193.39,108.65
90,15,2.31953503945,2.29,196.74,195.68,109.33
