floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight
0,14,1.7525468424999995,1.76,1.75,1.76,38.85
1,14,1.7759470297,2.04,3.53,3.8,39.57
2,14,1.7867187319999993,1.97,5.32,5.77,40.4
3,14,1.8215414037999993,2.08,7.14,7.85,41.19
4,14,1.8531888107999996,1.95,8.99,9.8,42.04
5,14,1.8285052191999993,2.06,10.82,11.86,42.82
6,14,1.8522420655,2.15,12.67,14.01,43.65
7,14,1.9030686082999992,1.67,14.57,15.68,44.51
8,14,1.9080812091999995,1.73,16.48,17.41,45.18
9,14,1.95584337595,1.7,18.44,19.11,45.87
10,14,1.9547368529999996,1.67,20.39,20.78,46.55
11,14,1.9485709910500004,1.84,22.34,22.62,47.21
12,14,1.9204307607999997,2.17,24.26,24.79,47.94
13,14,1.971206452,2.11,26.23,26.9,48.8
14,14,1.9893072618,2.06,28.22,28.96,49.64
15,14,1.9613211794999998,2.16,30.18,31.12,50.45
16,14,2.0080812054999995,1.78,32.19,32.9,51.3
17,14,2.04390357655,1.93,34.23,34.83,51.99
18,14,2.0137742894999993,2.27,36.24,37.1,52.75
19,14,2.1218714464499993,2.15,38.36,39.25,53.63
20,14,2.13708702645,1.93,40.5,41.18,54.47
21,14,2.075278767699999,2.13,42.58,43.31,55.22
22,14,2.1071053047999997,2.36,44.69,45.67,56.04
23,14,2.1395821482499993,2.05,46.83,47.72,56.95
24,14,2.2457858107999997,2.06,49.08,49.78,57.74
25,14,2.22301614145,2.24,51.3,52.02,58.53
26,14,2.2659623525499994,2.53,53.57,54.55,59.39
27,14,2.3130212067499993,2.48,55.88,57.03,60.35
28,14,2.274637781999999,2.44,58.15,59.47,61.3
29,14,2.3074452966999996,2.4,60.46,61.87,62.22
30,14,2.398875424699999,2.2,62.86,64.07,63.13
31,14,2.4150828027999998,2.42,65.28,66.49,63.96
32,14,2.1575366219499994,2.26,67.44,68.75,64.87
33,14,2.109704839199999,2.26,69.55,71.01,65.72
34,14,2.0880176768,2.24,71.64,73.25,66.56
35,14,2.191033887,2.14,73.83,75.39,67.4
36,14,2.1060824968,1.92,75.94,77.31,68.19
37,14,2.1130018180000003,2.17,78.05,79.48,68.9
38,14,2.1184210455000003,2.03,80.17,81.51,69.7
39,14,2.0938987145000003,1.88,82.26,83.39,70.45
40,14,2.1379058305000007,1.92,84.4,85.31,71.15
41,14,2.1952193732500005,2.15,86.6,87.46,71.85
42,14,2.1281541888,2.12,88.73,89.58,72.64
43,14,2.286560813050001,2.0,91.02,91.58,73.41
44,14,2.2585767722999996,2.16,93.28,93.74,74.14
45,14,2.2975183192000004,2.14,95.58,95.88,74.92
46,14,2.2565825949999985,2.1,97.84,97.98,75.7
47,14,2.316902145799999,2.43,100.16,100.41,76.46
48,14,2.351064423199999,2.09,102.51,102.5,77.33
49,14,2.2344868832,2.46,104.74,104.96,78.08
50,14,2.197549643449999,2.3,106.94,107.26,78.97
51,14,2.1671531090499996,2.21,109.11,109.47,79.79
52,14,2.3345465546999997,2.03,111.44,111.5,80.57
53,14,2.2468975824999995,2.31,113.69,113.81,81.3
54,14,2.2598100575499998,2.37,115.95,116.18,82.11
55,14,2.2909947917499998,2.53,118.24,118.71,82.95
56,14,2.3848463167999996,2.17,120.62,120.88,83.84
57,14,2.2915565979999997,2.38,122.91,123.26,84.6
58,14,2.3096051007999994,2.06,125.22,125.32,85.44
59,14,2.2884128428000006,2.17,127.51,127.49,86.16
60,14,2.3357755535499987,2.12,129.85,129.61,86.91
61,14,2.2468333862499996,2.46,132.1,132.07,87.65
62,14,2.2577783124999997,2.49,134.36,134.56,88.5
63,14,2.4158056768000002,2.2,136.78,136.76,89.36
64,14,2.1852760282,2.14,138.97,138.9,90.12
65,14,2.2961963742499996,2.36,141.27,141.26,90.85
66,14,2.2655571822999994,2.46,143.54,143.72,91.66
67,14,2.3922655279999994,2.57,145.93,146.29,92.5
68,14,2.2380258231999997,2.46,148.17,148.75,93.38
69,14,2.32931600955,2.37,150.5,151.12,94.21
70,14,2.2374056375499998,1.96,152.74,153.08,95.01
71,14,2.2501042229499992,2.21,154.99,155.29,95.67
72,14,2.3578901257,2.23,157.35,157.52,96.42
73,14,2.3849949794500005,2.32,159.73,159.84,97.17
74,14,2.2512329112999994,2.36,161.98,162.2,97.94
75,14,2.3382105906999997,2.21,164.32,164.41,98.73
76,14,2.2253856247999995,2.45,166.55,166.86,99.46
77,14,2.404994669199998,2.37,168.95,169.23,100.28
78,14,2.316960219299999,2.54,171.27,171.77,101.06
79,14,2.1974432804999995,2.32,173.47,174.09,101.9
80,14,2.2103515422999984,2.46,175.68,176.55,102.66
81,14,2.2426110741999996,2.02,177.92,178.57,103.47
82,14,2.2783768926999994,2.55,180.2,181.12,104.13
83,14,2.150831980799999,2.23,182.35,183.35,104.96
84,14,2.0614587471999983,2.0,184.41,185.35,105.68
85,14,2.12022569495,2.26,186.53,187.61,106.33
86,14,2.1675652332999995,2.13,188.7,189.74,107.06
87,14,2.0966592719999997,1.83,190.8,191.57,107.75
88,14,2.141064719199999,2.29,192.94,193.86,108.33
89,14,2.22603830045,2.12,195.17,195.98,109.07
90,14,2.3164817717500004,2.08,197.49,198.06,109.75
