floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight
0,11,1.604035352985946,1.68,1.6,1.68,36.95
1,11,1.5439634958725013,1.51,3.14,3.19,37.63
2,11,1.5410207125083422,1.83,4.68,5.02,38.24
3,11,1.5670482855018266,1.65,6.25,6.67,38.98
4,11,1.484203685057039,1.65,7.73,8.32,39.64
5,11,1.4630661360443482,1.64,9.19,9.96,40.3
6,11,1.5497373176208762,1.37,10.74,11.33,40.96
7,11,1.5389977053516233,1.58,12.28,12.91,41.51
8,11,1.5480628850992937,1.79,13.83,14.7,42.14
9,11,1.5805675377753883,1.39,15.41,16.09,42.85
10,11,1.6416035093255885,1.7,17.05,17.79,43.4
11,11,1.6202020772226888,1.82,18.67,19.61,44.07
12,11,1.61271733863957,1.79,20.28,21.4,44.79
13,11,1.6932289028993306,1.46,21.97,22.86,45.5
14,11,1.6655791074190591,1.6,23.64,24.46,46.07
15,11,1.7157500248216693,1.58,25.36,26.04,46.7
16,11,1.7365622676889314,1.82,27.1,27.86,47.32
17,11,1.805444131792475,1.71,28.91,29.57,48.04
18,11,1.8217012254331595,1.63,30.73,31.2,48.7
19,11,1.8001957439596843,1.7,32.53,32.9,49.34
20,11,1.7943792556469529,1.68,34.32,34.58,50.0
21,11,1.858904348582792,1.73,36.18,36.31,50.65
22,11,1.8002337356648577,2.07,37.98,38.38,51.32
23,11,1.8368363245924628,1.76,39.82,40.14,52.12
24,11,1.8099448889426928,1.62,41.63,41.76,52.8
25,11,1.9136285255784073,1.88,43.54,43.64,53.42
26,11,1.9700143286824516,1.68,45.51,45.32,54.14
27,11,1.888820009773704,1.95,47.4,47.27,54.79
28,11,1.911603238234885,1.72,49.31,48.99,55.53
29,11,1.9994635752273051,2.19,51.31,51.18,56.19
30,11,2.0294657542125107,2.16,53.34,53.34,57.02
31,11,2.0233813969862524,2.04,55.36,55.38,57.84
32,11,2.0548328988851674,2.08,57.41,57.46,58.61
33,11,2.093987933720475,2.11,59.5,59.57,59.39
34,11,2.0967545398137397,2.03,61.6,61.6,60.19
35,11,2.052456907667957,1.84,63.65,63.44,60.95
36,11,2.037772364838165,1.77,65.69,65.21,61.64
37,11,2.0329809399621324,1.8,67.72,67.01,62.3
38,11,1.9890835076715419,1.7,69.71,68.71,62.97
39,11,2.0230752874425852,1.76,71.73,70.47,63.6
40,11,2.055946740981373,2.33,73.79,72.8,64.25
41,11,1.9867860376754838,2.02,75.78,74.82,65.12
42,11,2.0169820790315423,2.11,77.8,76.93,65.86
43,11,2.08624443870844,2.11,79.89,79.04,66.64
44,11,2.063197812448242,2.21,81.95,81.25,67.41
45,11,2.143386625147553,2.39,84.09,83.64,68.22
46,11,2.17810712288119,2.13,86.27,85.77,69.09
47,11,2.1497287691883122,2.42,88.42,88.19,69.87
48,11,2.1570991893646867,2.0,90.58,90.19,70.75
49,11,2.259783024576564,2.25,92.84,92.44,71.47
50,11,2.330614520478215,2.61,95.17,95.05,72.28
51,11,2.282591787503382,2.11,97.45,97.16,73.22
52,11,2.3180105254576415,2.35,99.77,99.51,73.98
53,11,2.291970285321572,2.29,102.06,101.8,74.82
54,11,2.308631129949032,2.38,104.37,104.18,75.63
55,11,2.409667306139701,2.27,106.78,106.45,76.48
56,11,2.3671473747496976,2.42,109.15,108.87,77.29
57,11,2.3500036440153442,2.42,111.5,111.29,78.14
58,11,2.4729781052793065,2.76,113.97,114.05,78.99
59,11,2.456420024508083,2.75,116.43,116.8,79.96
60,11,2.335601182146062,2.62,118.77,119.42,80.93
61,11,2.414681159967131,2.3,121.18,121.72,81.84
62,11,2.472199924031348,2.43,123.65,124.15,82.64
63,11,2.4749029216496625,2.57,126.12,126.72,83.48
64,11,2.3676025614298783,2.19,128.49,128.91,84.37
65,11,2.4406858035003793,2.25,130.93,131.16,85.12
66,11,2.462417635805453,2.7,133.39,133.86,85.9
67,11,2.4356941563313157,2.31,135.83,136.17,86.82
68,11,2.420455540776955,2.21,138.25,138.38,87.61
69,11,2.4685323076755683,2.66,140.72,141.04,88.36
70,11,2.407959946052228,2.14,143.13,143.18,89.27
71,11,2.5187048978017637,2.26,145.65,145.44,89.99
72,11,2.415651387381246,2.19,148.07,147.63,90.75
73,11,2.4815776949999857,2.28,150.55,149.91,91.49
74,11,2.4910728293411584,2.25,153.04,152.16,92.26
75,11,2.540189651965376,2.65,155.58,154.81,93.01
76,11,2.5536933234866703,2.41,158.13,157.22,93.89
77,11,2.5876553254768044,2.64,160.72,159.86,94.69
78,11,2.596661156147778,2.58,163.32,162.44,95.57
79,11,2.4926863986893384,2.63,165.81,165.07,96.42
80,11,2.454730383937575,2.37,168.26,167.44,97.29
81,11,2.4394769994667653,2.36,170.7,169.8,98.07
82,11,2.4446320882882784,2.21,173.14,172.01,98.84
83,11,2.4482336854077746,2.67,175.59,174.68,99.56
84,11,2.5538017962431576,2.61,178.14,177.29,100.43
85,11,2.441597777851645,2.52,180.58,179.81,101.28
86,11,2.506066843615149,2.25,183.09,182.06,102.09
87,11,2.4768921963036474,2.4,185.57,184.46,102.81
88,11,2.5718543179877886,2.7,188.14,187.16,103.59
89,11,2.5579771474666795,2.66,190.7,189.82,104.45
90,11,2.6187292214286733,2.53,193.32,192.35,105.3
