floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight
0,18,1.552326074557246,1.65,1.55,1.65,35.23
1,18,1.5002918997743284,1.23,3.05,2.88,35.86
2,18,1.4950241942864178,1.31,4.55,4.19,36.32
3,18,1.5152113878022493,1.53,6.07,5.72,36.82
4,18,1.4353714825130628,1.23,7.51,6.95,37.39
5,18,1.412001609393183,1.36,8.92,8.31,37.86
6,18,1.4925118705082336,1.54,10.41,9.85,38.37
7,18,1.4838625744203382,1.41,11.89,11.26,38.95
8,18,1.4911348181009683,1.48,13.38,12.74,39.47
9,18,1.5200104837353106,1.5,14.9,14.24,40.03
10,18,1.5791099625063367,1.58,16.48,15.82,40.59
11,18,1.5582593629985577,1.28,18.04,17.1,41.18
12,18,1.547029252947842,1.58,19.59,18.68,41.65
13,18,1.621841015625235,1.56,21.21,20.24,42.24
14,18,1.5970697452046678,1.84,22.81,22.08,42.82
15,18,1.6467653593324896,1.9,24.46,23.98,43.5
16,18,1.6693446580391977,1.45,26.13,25.43,44.2
17,18,1.7311409727802636,2.0,27.86,27.43,44.73
18,18,1.7496116297082058,1.79,29.61,29.22,45.47
19,18,1.7312463908474343,1.84,31.34,31.06,46.13
20,18,1.7271484866360445,1.55,33.07,32.61,46.8
21,18,1.7872601308434715,1.95,34.86,34.56,47.36
22,18,1.7340495187210405,1.9,36.59,36.46,48.08
23,18,1.7678576504280237,1.59,38.36,38.05,48.77
24,18,1.7411248192697957,1.94,40.1,39.99,49.34
25,18,1.8423831179592591,2.1,41.94,42.09,50.05
26,18,1.8975079389013871,1.81,43.84,43.9,50.81
27,18,1.8219646357772556,1.76,45.66,45.66,51.46
28,18,1.842560244843976,1.84,47.5,47.5,52.09
29,18,1.9268649079498927,2.0,49.43,49.5,52.75
30,18,1.9542460427580972,1.9,51.38,51.4,53.47
31,18,1.9471668228732844,2.01,53.33,53.41,54.15
32,18,1.9769070751861615,1.89,55.31,55.3,54.86
33,18,2.0127032186934946,2.26,57.32,57.56,55.53
34,18,2.0171684125798954,1.86,59.34,59.42,56.34
35,18,1.9746909592093151,1.79,61.31,61.21,57.0
36,18,1.9606469465779977,2.04,63.27,63.25,57.63
37,18,1.9582314414124307,1.79,65.23,65.04,58.35
38,18,1.916530357924224,1.79,67.15,66.83,58.98
39,18,1.9496637940690713,2.13,69.1,68.96,59.6
40,18,1.9838208092899523,1.71,71.08,70.67,60.35
41,18,1.913955380588303,2.14,72.99,72.81,60.95
42,18,1.943768777074525,2.04,74.93,74.85,61.69
43,18,2.009684541753455,2.17,76.94,77.02,62.4
44,18,1.9883437236557004,1.97,78.93,78.99,63.15
45,18,2.0636098309398383,2.34,80.99,81.33,63.83
46,18,2.0968109483997828,1.81,83.09,83.14,64.64
47,18,2.0679382323011417,2.11,85.16,85.25,65.26
48,18,2.0734925463727256,2.25,87.23,87.5,65.99
49,18,2.1731284704985594,1.88,89.4,89.38,66.76
50,18,2.2382551238814585,2.0,91.64,91.38,67.4
51,18,2.1894453588778804,2.15,93.83,93.53,68.08
52,18,2.2236218649608226,2.17,96.05,95.7,68.81
53,18,2.1984027244684374,2.25,98.25,97.95,69.55
54,18,2.2145177454172837,2.4,100.46,100.35,70.31
55,18,2.3107239965587927,2.11,102.77,102.46,71.12
56,18,2.2699700269131426,2.36,105.04,104.82,71.83
57,18,2.253914633003654,1.98,107.29,106.8,72.62
58,18,2.3680363328169953,2.37,109.66,109.17,73.28
59,18,2.3507631265351177,2.32,112.01,111.49,74.07
60,18,2.2346738295633215,2.09,114.24,113.58,74.85
61,18,2.3070650343944075,2.01,116.55,115.59,75.54
62,18,2.3601483024779752,2.12,118.91,117.71,76.2
63,18,2.361601787313253,2.2,121.27,119.91,76.9
64,18,2.259070950462606,2.03,123.53,121.94,77.63
65,18,2.327839533559822,2.57,125.86,124.51,78.3
66,18,2.3505672756700906,2.49,128.21,127.0,79.14
67,18,2.324910583225209,2.24,130.53,129.24,79.95
68,18,2.3107229430903593,2.28,132.84,131.52,80.68
69,18,2.3570768793799908,2.44,135.2,133.96,81.42
70,18,2.2992707709225466,2.02,137.5,135.98,82.21
71,18,2.4039380509971866,2.53,139.9,138.51,82.87
72,18,2.308478819312057,2.48,142.21,140.99,83.68
73,18,2.37280420142213,2.32,144.58,143.31,84.48
74,18,2.382390624812545,2.66,146.96,145.97,85.22
75,18,2.4315215373554873,2.32,149.39,148.29,86.07
76,18,2.443299351865015,2.19,151.83,150.48,86.81
77,18,2.4749721928428134,2.52,154.3,153.0,87.51
78,18,2.4832941074409702,2.4,156.78,155.4,88.3
79,18,2.3846505344560094,2.56,159.16,157.96,89.06
80,18,2.3489725987576997,2.62,161.51,160.58,89.87
81,18,2.3360942137417506,2.23,163.85,162.81,90.69
82,18,2.340943973733844,2.6,166.19,165.41,91.39
83,18,2.346516022869261,2.07,168.54,167.48,92.2
84,18,2.4444939296023818,2.64,170.98,170.12,92.85
85,18,2.338830204009277,2.05,173.32,172.17,93.67
86,18,2.398378291913684,2.16,175.72,174.33,94.3
87,18,2.370955400028892,2.39,178.09,176.72,94.97
88,18,2.4611299687071355,2.42,180.55,179.14,95.7
89,18,2.4475175806822995,2.42,183.0,181.56,96.45
90,18,2.504522331979342,2.69,185.5,184.25,97.19
