floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight
0,5,1.6212923584135777,1.48,1.62,1.48,37.53
1,5,1.5568327652201734,1.35,3.18,2.83,38.16
2,5,1.5528098326055897,1.31,4.73,4.14,38.74
3,5,1.5743684074791253,1.79,6.3,5.93,39.29
4,5,1.492961991133062,1.71,7.79,7.64,40.05
5,5,1.4727352724732912,1.55,9.26,9.19,40.77
6,5,1.5599387985035376,1.81,10.82,11.0,41.43
7,5,1.5533752917922636,1.79,12.37,12.79,42.19
8,5,1.5647914631836268,1.41,13.93,14.2,42.94
9,5,1.594890042432026,1.51,15.52,15.71,43.53
10,5,1.6583907572553314,1.83,17.18,17.54,44.17
11,5,1.6382669185647656,1.72,18.82,19.26,44.93
12,5,1.6303319205884361,1.52,20.45,20.78,45.65
13,5,1.709947051066427,1.51,22.16,22.29,46.28
14,5,1.6829169626026128,1.9,23.84,24.19,46.91
15,5,1.7366382379984024,1.64,25.58,25.83,47.69
16,5,1.7587102628207945,1.51,27.34,27.34,48.37
17,5,1.8262947808546581,1.76,29.17,29.1,48.99
18,5,1.843968741685996,2.06,31.01,31.16,49.72
19,5,1.8258381176937049,1.64,32.84,32.8,50.56
20,5,1.8196810757237187,1.99,34.66,34.79,51.23
21,5,1.8886995203417891,2.02,36.55,36.81,52.05
22,5,1.8312067585615979,1.65,38.38,38.46,52.87
23,5,1.8654470790165727,1.92,40.25,40.38,53.54
24,5,1.8395138327656546,2.0,42.09,42.38,54.32
25,5,1.9489529982549614,1.9,44.04,44.28,55.13
26,5,2.007215781904055,1.93,46.05,46.21,55.89
27,5,1.9257285289642603,2.18,47.98,48.39,56.67
28,5,1.951022777267027,1.99,49.93,50.38,57.54
29,5,2.0437360628297085,2.08,51.97,52.46,58.34
30,5,2.0738953347761977,1.8,54.04,54.26,59.17
31,5,2.064712104559662,1.91,56.1,56.17,59.89
32,5,2.096002472789754,1.99,58.2,58.16,60.64
33,5,2.1358783363921403,1.95,60.34,60.11,61.43
34,5,2.1373133740850196,2.34,62.48,62.45,62.2
35,5,2.094364936439896,2.28,64.57,64.73,63.13
36,5,2.082445709033729,2.02,66.65,66.75,64.02
37,5,2.0793397511809024,2.22,68.73,68.97,64.81
38,5,2.0371457033201708,2.0,70.77,70.97,65.68
39,5,2.074255660065453,2.37,72.84,73.34,66.46
40,5,2.1123731364052465,1.97,74.95,75.31,67.38
41,5,2.0381734998430994,2.2,76.99,77.51,68.14
42,5,2.0705199610705978,2.0,79.06,79.51,68.99
43,5,2.1411432261692376,2.07,81.2,81.58,69.76
44,5,2.1171356131343657,2.06,83.32,83.64,70.56
45,5,2.198818335803015,2.38,85.52,86.02,71.35
46,5,2.234544374084475,2.17,87.75,88.19,72.26
47,5,2.205205473205843,2.49,89.96,90.68,73.08
48,5,2.2131936195273725,2.28,92.17,92.96,74.03
49,5,2.3210486886195185,2.14,94.49,95.1,74.89
50,5,2.3935946274816398,2.17,96.88,97.27,75.7
51,5,2.3407980256022767,2.29,99.22,99.56,76.52
52,5,2.3784168535954024,2.35,101.6,101.91,77.38
53,5,2.3514024347569893,2.08,103.95,103.99,78.26
54,5,2.3671743413592248,2.58,106.32,106.57,79.03
55,5,2.4727011643848322,2.26,108.79,108.83,79.99
56,5,2.4284545693341824,2.7,111.22,111.53,80.83
57,5,2.4124868815384755,2.49,113.63,114.02,81.83
58,5,2.5399588893986453,2.72,116.17,116.74,82.74
59,5,2.522321183039142,2.67,118.69,119.41,83.74
60,5,2.396727876738134,2.64,121.09,122.05,84.72
61,5,2.4783927193708193,2.29,123.57,124.34,85.68
62,5,2.537588927035551,2.46,126.11,126.8,86.51
63,5,2.540600143762022,2.51,128.65,129.31,87.41
64,5,2.429165135818329,2.61,131.08,131.92,88.31
65,5,2.506979116075245,2.77,133.59,134.69,89.25
66,5,2.5320743338300264,2.38,136.12,137.07,90.24
67,5,2.5026441576129237,2.68,138.62,139.75,91.1
68,5,2.4886240966185444,2.65,141.11,142.4,92.05
69,5,2.540622371842248,2.8,143.65,145.2,92.99
70,5,2.478219383505965,2.33,146.13,147.53,93.98
71,5,2.5938498692419394,2.35,148.72,149.88,94.8
72,5,2.4873267729608095,2.58,151.21,152.46,95.63
73,5,2.55737339328599,2.8,153.77,155.26,96.53
74,5,2.5695962819347176,2.56,156.34,157.82,97.51
75,5,2.6219859985963585,2.72,158.96,160.54,98.4
76,5,2.6360333321487235,2.34,161.6,162.88,99.34
77,5,2.6706892205432626,2.41,164.27,165.29,100.15
78,5,2.6784213659694136,2.88,166.95,168.17,100.98
79,5,2.571573498703406,2.37,169.52,170.54,101.97
80,5,2.530500165747975,2.32,172.05,172.86,102.78
81,5,2.5140953202377707,2.45,174.56,175.31,103.57
82,5,2.519700558068675,2.62,177.08,177.93,104.41
83,5,2.5250525209562023,2.28,179.61,180.21,105.3
84,5,2.632596266132905,2.49,182.24,182.7,106.07
85,5,2.515089470756714,2.52,184.76,185.22,106.9
86,5,2.5818343069347174,2.3,187.34,187.52,107.75
87,5,2.5515873738862878,2.36,189.89,189.88,108.52
88,5,2.6496097761634596,2.79,192.54,192.67,109.31
89,5,2.6352600539018747,2.52,195.18,195.19,110.23
90,5,2.697434635965984,2.78,197.88,197.97,111.07
