floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight
0,3,1.5749733265149122,1.87,1.57,1.87,35.98
1,3,1.5216473311583778,1.81,3.09,3.68,36.72
2,3,1.521998427639622,1.49,4.61,5.17,37.44
3,3,1.544192957702555,1.83,6.15,7.0,38.02
4,3,1.464829358023569,1.33,7.61,8.33,38.74
5,3,1.441690845873994,1.17,9.05,9.5,39.27
6,3,1.522557523660094,1.32,10.57,10.82,39.72
7,3,1.5118492898106253,1.72,12.08,12.54,40.24
8,3,1.522052275786005,1.72,13.6,14.26,40.91
9,3,1.5537466338898567,1.54,15.15,15.8,41.59
10,3,1.6147144331345296,1.73,16.76,17.53,42.18
11,3,1.594505103007293,1.53,18.35,19.06,42.86
12,3,1.584955289024983,1.29,19.93,20.35,43.45
13,3,1.6596002079069259,1.44,21.59,21.79,43.95
14,3,1.6329854973540028,1.54,23.22,23.33,44.51
15,3,1.681546228397362,1.94,24.9,25.27,45.1
16,3,1.7051622313332904,1.85,26.61,27.12,45.85
17,3,1.772548771286638,2.0,28.38,29.12,46.56
18,3,1.7912032452941737,1.87,30.17,30.99,47.32
19,3,1.7725381912196925,2.01,31.94,33.0,48.04
20,3,1.7694117165509353,1.5,33.71,34.5,48.8
21,3,1.831527067212716,1.82,35.54,36.32,49.38
22,3,1.7749370552814019,1.8,37.31,38.12,50.07
23,3,1.8088856878602841,2.03,39.12,40.15,50.75
24,3,1.784736767686228,1.69,40.9,41.84,51.52
25,3,1.88704126829641,1.89,42.79,43.73,52.15
26,3,1.9426365593783164,1.72,44.73,45.45,52.87
27,3,1.8633523600387225,2.06,46.59,47.51,53.51
28,3,1.886752458397366,2.1,48.48,49.61,54.28
29,3,1.9760731818663935,2.05,50.46,51.66,55.07
30,3,2.004518453784982,1.82,52.46,53.48,55.83
31,3,1.9961897259060561,2.18,54.46,55.66,56.51
32,3,2.0283098835488294,2.13,56.49,57.79,57.32
33,3,2.0673366367438377,2.32,58.56,60.11,58.11
34,3,2.0716082116737895,1.83,60.63,61.94,58.96
35,3,2.0269356878713554,1.94,62.66,63.88,59.64
36,3,2.0132233502815997,1.96,64.67,65.84,60.35
37,3,2.00994683626196,1.8,66.68,67.64,61.07
38,3,1.9665901750153227,2.26,68.65,69.9,61.72
39,3,2.004017612888498,1.93,70.65,71.83,62.55
40,3,2.0376513142127894,2.2,72.69,74.03,63.25
41,3,1.9683118008786276,2.1,74.66,76.13,64.05
42,3,1.9987563075634336,2.19,76.66,78.32,64.81
43,3,2.067680306375159,1.81,78.73,80.13,65.6
44,3,2.043039276568197,2.07,80.77,82.2,66.25
45,3,2.1212812055183283,2.15,82.89,84.35,66.99
46,3,2.154071184828398,2.39,85.04,86.74,67.76
47,3,2.1278057757041537,2.24,87.17,88.98,68.62
48,3,2.1340092300618463,2.05,89.3,91.03,69.42
49,3,2.2355903850949668,2.07,91.54,93.1,70.14
50,3,2.3044286941149377,2.6,93.84,95.7,70.88
51,3,2.257171228600634,2.26,96.1,97.96,71.8
52,3,2.292943918281767,2.47,98.39,100.43,72.59
53,3,2.2681248960113285,2.01,100.66,102.44,73.46
54,3,2.283117710388821,2.27,102.94,104.71,74.17
55,3,2.381950128517026,2.53,105.32,107.24,74.96
56,3,2.341660117165312,2.5,107.66,109.74,75.84
57,3,2.325421942812706,2.25,109.99,111.99,76.71
58,3,2.4457677432190907,2.68,112.44,114.67,77.49
59,3,2.428978382740498,2.49,114.87,117.16,78.41
60,3,2.30840729742737,2.52,117.18,119.68,79.27
61,3,2.386032658109163,2.52,119.57,122.2,80.14
62,3,2.444061873953691,2.56,122.01,124.76,81.0
63,3,2.447575233837755,2.29,124.46,127.05,81.87
64,3,2.3403047142447386,2.56,126.8,129.61,82.65
65,3,2.4146013087759357,2.53,129.21,132.14,83.52
66,3,2.437635552693419,2.61,131.65,134.75,84.38
67,3,2.4109087020116036,2.25,134.06,137.0,85.26
68,3,2.395493341595019,2.13,136.46,139.13,86.01
69,3,2.4427335854368684,2.17,138.9,141.3,86.73
70,3,2.3803418821346463,2.67,141.28,143.97,87.45
71,3,2.4924971675408534,2.7,143.77,146.67,88.34
72,3,2.3931038857692997,2.65,146.16,149.32,89.24
73,3,2.4604830120775407,2.75,148.62,152.07,90.11
74,3,2.472220902016061,2.51,151.09,154.58,91.02
75,3,2.5222974438694274,2.75,153.61,157.33,91.85
76,3,2.5361884713752794,2.37,156.15,159.7,92.75
77,3,2.5695729887014838,2.82,158.72,162.52,93.52
78,3,2.5793120073870446,2.86,161.3,165.38,94.44
79,3,2.4775200788267617,2.55,163.78,167.93,95.37
80,3,2.439443743103424,2.68,166.22,170.61,96.2
81,3,2.4255559742532293,2.38,168.65,172.99,97.06
82,3,2.4308021640703976,2.14,171.08,175.13,97.83
83,3,2.433950710801846,2.48,173.51,177.61,98.51
84,3,2.537904935579562,2.55,176.05,180.16,99.31
85,3,2.4261823252701786,2.69,178.48,182.85,100.12
86,3,2.4909710985113693,2.68,180.97,185.53,100.98
87,3,2.463870543879253,2.26,183.43,187.79,101.83
88,3,2.557358533553742,2.47,185.99,190.26,102.54
89,3,2.542628552804911,2.39,188.53,192.65,103.32
90,3,2.6016860027496773,2.59,191.13,195.24,104.07
