floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight
0,8,1.5547492437272386,1.75,1.55,1.75,35.31
1,8,1.5032876500324168,1.44,3.05,3.19,35.98
2,8,1.5001131926134583,1.3,4.55,4.49,36.53
3,8,1.520074484303702,1.4,6.07,5.89,37.02
4,8,1.4388883052021273,1.29,7.51,7.18,37.55
5,8,1.4158200396126872,1.67,8.93,8.85,38.04
6,8,1.4992308789863305,1.59,10.43,10.44,38.67
7,8,1.4908447038431487,1.2,11.92,11.64,39.27
8,8,1.4967554201736004,1.62,13.42,13.26,39.73
9,8,1.5267625190102523,1.44,14.95,14.7,40.34
10,8,1.5856527171676855,1.77,16.54,16.47,40.88
11,8,1.5660835189835716,1.69,18.11,18.16,41.54
12,8,1.558062548239958,1.74,19.67,19.9,42.17
13,8,1.634728312933595,1.35,21.3,21.25,42.82
14,8,1.6079767116899317,1.39,22.91,22.64,43.33
15,8,1.6544246657284307,1.74,24.56,24.38,43.85
16,8,1.6756852165348632,1.89,26.24,26.27,44.49
17,8,1.7416286471820932,1.51,27.98,27.78,45.19
18,8,1.7559605650026389,1.69,29.74,29.47,45.75
19,8,1.7366970549937832,1.88,31.48,31.35,46.38
20,8,1.7329030463940325,1.67,33.21,33.02,47.07
21,8,1.7943339458495948,1.61,35.0,34.63,47.68
22,8,1.7379870158021233,1.76,36.74,36.39,48.27
23,8,1.7709928738292111,2.04,38.51,38.43,48.92
24,8,1.747783300816035,1.6,40.26,40.03,49.67
25,8,1.8466749080820188,2.09,42.11,42.12,50.25
26,8,1.901929897236368,2.01,44.01,44.13,51.01
27,8,1.827662420590552,1.66,45.84,45.79,51.74
28,8,1.8476483962366166,1.61,47.69,47.4,52.34
29,8,1.9305065914702415,2.17,49.62,49.57,52.92
30,8,1.9594086764663274,2.01,51.58,51.58,53.71
31,8,1.9530366183911478,2.01,53.53,53.59,54.43
32,8,1.9830250102409839,1.76,55.51,55.35,55.15
33,8,2.0180527300290327,1.96,57.53,57.31,55.78
34,8,2.020108720244099,1.8,59.55,59.11,56.48
35,8,1.9772899214200705,2.19,61.53,61.3,57.13
36,8,1.9661118493644552,2.18,63.5,63.48,57.91
37,8,1.9645645807500631,2.18,65.46,65.66,58.68
38,8,1.925192954225398,1.69,67.39,67.35,59.45
39,8,1.958034540778286,1.87,69.35,69.22,60.05
40,8,1.9905675316119582,2.24,71.34,71.46,60.71
41,8,1.9236921317761904,1.75,73.26,73.21,61.5
42,8,1.95124543061094,2.09,75.21,75.3,62.11
43,8,2.0177395671751515,1.8,77.23,77.1,62.84
44,8,1.9940468215160403,1.77,79.22,78.87,63.47
45,8,2.0684042696702574,2.3,81.29,81.17,64.09
46,8,2.10144575819793,1.87,83.39,83.04,64.89
47,8,2.0729810892760603,2.26,85.46,85.3,65.54
48,8,2.079377481261797,2.22,87.54,87.52,66.32
49,8,2.179104257489693,2.4,89.72,89.92,67.08
50,8,2.248052897751324,2.03,91.97,91.95,67.91
51,8,2.1991977970791288,2.47,94.17,94.42,68.61
52,8,2.2354816089989855,2.14,96.41,96.56,69.45
53,8,2.2097574693351563,2.31,98.62,98.87,70.18
54,8,2.226368950620721,2.01,100.85,100.88,70.97
55,8,2.3206609083690015,2.43,103.17,103.31,71.65
56,8,2.281714691940059,2.17,105.45,105.48,72.48
57,8,2.264343198329385,2.37,107.71,107.85,73.21
58,8,2.3816636625880148,2.66,110.09,110.51,74.01
59,8,2.3658838330600718,2.45,112.46,112.96,74.9
60,8,2.249344271801091,2.29,114.71,115.25,75.72
61,8,2.32355263836099,2.28,117.03,117.53,76.49
62,8,2.3787096585444507,2.55,119.41,120.08,77.25
63,8,2.3824164181532392,2.39,121.79,122.47,78.09
64,8,2.2796861694420287,2.49,124.07,124.96,78.89
65,8,2.3515339032864846,2.31,126.42,127.27,79.71
66,8,2.3729144229433103,2.42,128.79,129.69,80.47
67,8,2.346368697134122,2.49,131.14,132.18,81.26
68,8,2.3332372731636775,2.14,133.47,134.32,82.08
69,8,2.3792579189643446,2.11,135.85,136.43,82.78
70,8,2.318982668570126,2.12,138.17,138.55,83.47
71,8,2.4248996344509797,2.3,140.59,140.85,84.15
72,8,2.327270435265892,2.07,142.92,142.92,84.9
73,8,2.3899888491108516,2.63,145.31,145.55,85.57
74,8,2.4012065862232683,2.65,147.71,148.2,86.42
75,8,2.4505970349109996,2.51,150.16,150.71,87.27
76,8,2.4632459205067225,2.68,152.62,153.39,88.07
77,8,2.4975909339479263,2.36,155.12,155.75,88.93
78,8,2.505140012831156,2.64,157.63,158.39,89.68
79,8,2.4064099527387035,2.23,160.04,160.62,90.52
80,8,2.3686620366838027,2.34,162.41,162.96,91.23
81,8,2.354308434861429,2.62,164.76,165.58,91.97
82,8,2.3607322685660574,2.29,167.12,167.87,92.79
83,8,2.364900689506335,2.24,169.48,170.11,93.51
84,8,2.464410588311943,2.75,171.94,172.86,94.21
85,8,2.358033346113557,2.36,174.3,175.22,95.07
86,8,2.419438863259371,2.55,176.72,177.77,95.8
87,8,2.393320868369997,2.43,179.11,180.2,96.6
88,8,2.484637009950766,2.68,181.59,182.88,97.35
89,8,2.4717678122887046,2.55,184.06,185.43,98.18
90,8,2.529825341256314,2.59,186.59,188.02,98.96
