floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight
0,19,1.6349161683899491,1.87,1.63,1.87,37.99
1,19,1.57009119119769,1.52,3.2,3.39,38.71
2,19,1.565691664462376,1.3,4.77,4.69,39.29
3,19,1.585880537551642,1.59,6.36,6.28,39.78
4,19,1.5001934464608118,1.48,7.86,7.76,40.39
5,19,1.476424578309177,1.33,9.34,9.09,40.95
6,19,1.560588120580098,1.56,10.9,10.65,41.46
7,19,1.5504240486643097,1.4,12.45,12.05,42.05
8,19,1.5572816718267384,1.44,14.01,13.49,42.58
9,19,1.5862669667273845,1.67,15.6,15.16,43.12
10,19,1.6492513639051314,1.77,17.25,16.93,43.75
11,19,1.6275736617517362,1.51,18.88,18.44,44.42
12,19,1.6166223535307485,1.55,20.5,19.99,44.98
13,19,1.6947347409949336,1.47,22.19,21.46,45.57
14,19,1.6664080349996089,1.48,23.86,22.94,46.11
15,19,1.7151138200359137,1.76,25.58,24.7,46.67
16,19,1.7365622676889314,1.77,27.32,26.47,47.32
17,19,1.804120424616781,2.02,29.12,28.49,47.98
18,19,1.8223594251395343,2.1,30.94,30.59,48.73
19,19,1.8037867523802567,1.79,32.74,32.38,49.51
20,19,1.7978934860034161,1.56,34.54,33.94,50.17
21,19,1.860831693519002,2.05,36.4,35.99,50.74
22,19,1.803852727192156,1.67,38.2,37.66,51.5
23,19,1.8366335584012152,1.58,40.04,39.24,52.11
24,19,1.8077897918722599,1.61,41.85,40.85,52.69
25,19,1.9107126490058572,1.66,43.76,42.51,53.28
26,19,1.9644360464504715,2.26,45.72,44.77,53.88
27,19,1.8872364589009585,1.68,47.61,46.45,54.71
28,19,1.9074466875628127,2.13,49.52,48.58,55.32
29,19,1.9973844795807376,2.2,51.52,50.78,56.09
30,19,2.0265442584043067,2.22,53.55,53.0,56.88
31,19,2.020126257123023,2.07,55.57,55.07,57.68
32,19,2.051149222125365,2.19,57.62,57.26,58.43
33,19,2.090257584338221,2.3,59.71,59.56,59.21
34,19,2.0934978022407944,2.2,61.8,61.76,60.03
35,19,2.049935828156401,2.14,63.85,63.9,60.82
36,19,2.036635880015392,1.94,65.89,65.84,61.58
37,19,2.0324216583354344,2.01,67.92,67.85,62.27
38,19,1.989262611622197,2.25,69.91,70.1,62.98
39,19,2.0261470193172513,2.26,71.94,72.36,63.77
40,19,2.061773308855129,2.34,74.0,74.7,64.57
41,19,1.9914252114826223,1.77,75.99,76.47,65.39
42,19,2.019574627063224,2.11,78.01,78.58,66.01
43,19,2.0882000506710683,2.27,80.1,80.85,66.75
44,19,2.0654468283126572,2.24,82.17,83.09,67.54
45,19,2.1451756477765778,1.9,84.32,84.99,68.32
46,19,2.1761273834424317,2.34,86.5,87.33,68.98
47,19,2.1483311898775708,2.19,88.65,89.52,69.79
48,19,2.15346692746498,2.41,90.8,91.93,70.54
49,19,2.2579713517025306,2.16,93.06,94.09,71.37
50,19,2.3274476768004755,2.53,95.39,96.62,72.11
51,19,2.278311544801799,2.06,97.67,98.68,72.98
52,19,2.3126191472080753,2.19,99.98,100.87,73.68
53,19,2.2851529953271332,1.99,102.27,102.86,74.43
54,19,2.2993960668297877,2.45,104.57,105.31,75.1
55,19,2.3996682167365946,2.64,106.97,107.95,75.93
56,19,2.358910506601831,2.29,109.33,110.24,76.82
57,19,2.3405740650261,2.08,111.67,112.32,77.59
58,19,2.460310549740842,2.63,114.13,114.95,78.29
59,19,2.4424649484297207,2.69,116.57,117.64,79.17
60,19,2.321545657373792,2.5,118.89,120.14,80.07
61,19,2.3988747676348594,2.5,121.29,122.64,80.9
62,19,2.4566190971981596,2.54,123.75,125.18,81.73
63,19,2.4594872101843888,2.36,126.21,127.54,82.57
64,19,2.3512873291681915,2.51,128.56,130.05,83.34
65,19,2.425225976060719,2.29,130.99,132.34,84.17
66,19,2.4464633404355967,2.33,133.44,134.67,84.92
67,19,2.417602444408876,2.44,135.86,137.11,85.68
68,19,2.402848463958246,2.57,138.26,139.68,86.48
69,19,2.4519392911786997,2.64,140.71,142.32,87.31
70,19,2.391299930960899,2.54,143.1,144.86,88.17
71,19,2.502848478196729,2.69,145.6,147.55,88.99
72,19,2.402234124346823,2.53,148.0,150.08,89.85
73,19,2.4689084241478914,2.4,150.47,152.48,90.66
74,19,2.4784675200628876,2.22,152.95,154.7,91.43
75,19,2.526780383727106,2.38,155.48,157.08,92.14
76,19,2.5384974859454132,2.8,158.02,159.88,92.9
77,19,2.573600394100161,2.54,160.59,162.42,93.78
78,19,2.581620567975368,2.34,163.17,164.76,94.59
79,19,2.4767958918034556,2.49,165.65,167.25,95.32
80,19,2.4381778265860796,2.65,168.09,169.9,96.11
81,19,2.423897342506652,2.3,170.51,172.2,96.94
82,19,2.4284675653477006,2.29,172.94,174.49,97.66
83,19,2.432040743714062,2.61,175.37,177.1,98.37
84,19,2.5360542296136406,2.51,177.91,179.61,99.18
85,19,2.424049224673299,2.28,180.33,181.89,99.96
86,19,2.4866042785062556,2.36,182.82,184.25,100.66
87,19,2.4580042197770764,2.65,185.28,186.9,101.39
88,19,2.5526493856783214,2.76,187.83,189.66,102.2
89,19,2.538949208537791,2.76,190.37,192.42,103.05
90,19,2.5991837944129546,2.8,192.97,195.22,103.89
