floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight
0,19,1.6653400643066092,1.69,1.67,1.69,38.98
1,19,1.6841505517388882,1.7,3.35,3.39,39.62
2,19,1.7025209225758802,1.69,5.05,5.08,40.25
3,19,1.7211264753213322,1.78,6.77,6.86,40.89
4,19,1.7399085796775455,1.91,8.51,8.77,41.55
5,19,1.760927342715207,1.81,10.27,10.58,42.27
6,19,1.7803303197707478,1.99,12.05,12.57,42.94
7,19,1.8012897183360923,2.04,13.85,14.61,43.68
8,19,1.8229843760679474,1.6,15.67,16.21,44.44
9,19,1.8395675429190188,1.86,17.51,18.07,45.03
10,19,1.8588357000358366,1.62,19.37,19.69,45.72
11,19,1.8755061162637674,2.03,21.25,21.72,46.31
12,19,1.895956415855387,1.62,23.15,23.34,47.06
13,19,1.9122148998066113,2.15,25.06,25.49,47.65
14,19,1.934272460709904,1.84,26.99,27.33,48.44
15,19,1.952647368391169,2.0,28.94,29.33,49.11
16,19,1.9716660528775876,1.87,30.91,31.2,49.84
17,19,1.9881754126453846,2.13,32.9,33.33,50.52
18,19,2.001088833103559,2.05,34.9,35.38,51.3
19,19,1.996680631864158,2.11,36.9,37.49,52.04
20,19,2.0156371136737707,2.06,38.92,39.55,52.8
21,19,2.046277719053833,2.22,40.97,41.77,53.54
22,19,2.072145089123802,2.32,43.04,44.09,54.34
23,19,2.0888584928444898,2.24,45.13,46.33,55.17
24,19,2.122573008985427,2.24,47.25,48.57,55.97
25,19,2.1523301415387794,2.33,49.4,50.9,56.77
26,19,2.1769663728950053,1.94,51.58,52.84,57.6
27,19,2.196810609436512,2.31,53.78,55.15,58.28
28,19,2.2137477097535796,2.01,55.99,57.16,59.1
29,19,2.2327263865299924,2.06,58.22,59.22,59.81
30,19,2.247975455175937,2.41,60.47,61.63,60.53
31,19,2.2726868906388433,2.21,62.74,63.84,61.38
32,19,2.296029752278922,2.4,65.04,66.24,62.15
33,19,2.3109964510546597,2.06,67.35,68.3,62.99
34,19,2.3361534820066088,2.64,69.69,70.94,63.71
35,19,2.3591520370025982,2.16,72.05,73.1,64.62
36,19,2.377208253067216,2.09,74.43,75.19,65.37
37,19,2.392058191576262,2.54,76.82,77.73,66.09
38,19,2.389701472841372,2.11,79.21,79.84,66.97
39,19,2.42795840685224,2.67,81.64,82.51,67.69
40,19,2.458669107111739,2.39,84.1,84.9,68.61
41,19,2.4787449096471,2.31,86.58,87.21,69.42
42,19,2.4990434324533695,2.45,89.08,89.66,70.21
43,19,2.5187457272678304,2.3,91.6,91.96,71.04
44,19,2.5353738015873315,2.67,94.14,94.63,71.82
45,19,2.558002996358596,2.67,96.7,97.3,72.72
46,19,2.5592247883074184,2.65,99.26,99.95,73.62
47,19,2.5682350974893358,2.29,101.83,102.24,74.51
48,19,2.5754840294075403,2.74,104.41,104.98,75.27
49,19,2.6009930217326604,2.69,107.01,107.67,76.19
50,19,2.6126794169872576,2.75,109.62,110.42,77.08
51,19,2.6515836830066357,2.47,112.27,112.89,77.99
52,19,2.675163964304334,2.54,114.95,115.43,78.81
53,19,2.717025199209688,2.73,117.67,118.16,79.65
54,19,2.741004837668274,2.62,120.41,120.78,80.54
55,19,2.7530522164298232,2.78,123.16,123.56,81.4
56,19,2.7773469201951677,2.88,125.94,126.44,82.31
57,19,2.8007385818460304,2.69,128.74,129.13,83.24
58,19,2.817620392401254,2.75,131.56,131.88,84.12
59,19,2.8448981269413576,3.14,134.4,135.02,85.0
60,19,2.8450699641656443,2.99,137.25,138.01,86.02
61,19,2.8903209021326113,2.98,140.14,140.99,86.98
62,19,2.8943910655812974,2.66,143.03,143.65,87.93
63,19,2.9160811505399606,2.86,145.95,146.51,88.78
64,19,2.914485475673224,2.78,148.86,149.29,89.68
65,19,2.9174962243913107,2.76,151.78,152.05,90.56
66,19,2.9901720285608944,2.7,154.77,154.75,91.43
67,19,3.0100615616485458,3.15,157.78,157.9,92.28
68,19,3.017167848198362,3.17,160.8,161.07,93.27
69,19,3.0286027782665284,3.0,163.83,164.07,94.26
70,19,3.0640619800225024,3.15,166.89,167.22,95.19
71,19,3.094886645517005,3.32,169.98,170.54,96.17
72,19,3.117655507301335,3.41,173.1,173.95,97.2
73,19,3.142320158382794,2.86,176.24,176.81,98.25
74,19,3.0966479322318765,2.86,179.34,179.67,99.12
75,19,3.1746569228632,3.01,182.51,182.68,100.0
76,19,3.1955483360142303,3.25,185.71,185.93,100.91
77,19,3.2246904829274716,3.41,188.93,189.34,101.9
78,19,3.2430235333585844,3.5,192.17,192.84,102.93
79,19,3.267306939426959,3.18,195.44,196.02,103.98
80,19,3.287181622809253,3.34,198.73,199.36,104.93
81,19,3.281448983132924,3.44,202.01,202.8,105.93
82,19,3.3341978913427255,3.05,205.34,205.85,106.95
83,19,3.3459722553150932,3.22,208.69,209.07,107.86
84,19,3.3752948304536563,3.56,212.07,212.63,108.81
85,19,3.388163284064066,3.21,215.46,215.84,109.85
86,19,3.410364870315257,3.53,218.87,219.37,110.79
87,19,3.403149453182815,3.37,222.27,222.74,111.82
88,19,3.457758718644354,3.36,225.73,226.1,112.8
89,19,3.4232056498994656,3.44,229.15,229.54,113.77
90,19,3.4782247206128774,3.32,232.63,232.86,114.76
