floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight
0,16,1.5770508876927176,1.69,1.58,1.69,36.02
1,16,1.5960260290908121,1.74,3.18,3.43,36.65
2,16,1.6154604916088977,1.49,4.8,4.92,37.3
3,16,1.632138277529068,1.57,6.43,6.49,37.86
4,16,1.649120148740163,1.53,8.08,8.02,38.44
5,16,1.666140667886754,1.84,9.75,9.86,39.01
6,16,1.6865476771250991,1.69,11.44,11.55,39.7
7,16,1.7045747106422147,1.8,13.14,13.35,40.32
8,16,1.7241546937688015,1.78,14.86,15.13,40.99
9,16,1.7429169722500077,1.75,16.6,16.88,41.64
10,16,1.761552415409702,1.92,18.36,18.8,42.29
11,16,1.781721242649138,1.73,20.14,20.53,42.99
12,16,1.7996691736246822,1.96,21.94,22.49,43.63
13,16,1.819740986900375,1.74,23.76,24.23,44.34
14,16,1.837994445271544,1.69,25.6,25.92,44.98
15,16,1.8551261815284668,1.62,27.46,27.54,45.59
16,16,1.8710003499295078,1.89,29.33,29.43,46.18
17,16,1.888835801019378,1.95,31.22,31.38,46.87
18,16,1.902391835892519,1.83,33.12,33.21,47.57
19,16,1.9020075779976473,2.17,35.02,35.38,48.23
20,16,1.9223943096360256,2.17,36.94,37.55,49.02
21,16,1.952196349149889,1.81,38.89,39.36,49.8
22,16,1.973330927866362,1.76,40.86,41.12,50.44
23,16,1.9866016666734216,2.25,42.85,43.37,51.07
24,16,2.0179023259266216,1.96,44.87,45.33,51.88
25,16,2.0427914705360184,2.06,46.91,47.39,52.57
26,16,2.0646686144626094,2.11,48.97,49.5,53.31
27,16,2.085868254258164,1.84,51.06,51.34,54.05
28,16,2.100151499849633,2.24,53.16,53.58,54.7
29,16,2.1214608522626004,2.06,55.28,55.64,55.49
30,16,2.1383370139216646,2.09,57.42,57.73,56.22
31,16,2.1595962935744826,2.18,59.58,59.91,56.95
32,16,2.182030920246327,2.3,61.76,62.21,57.71
33,16,2.198585294134417,2.28,63.96,64.49,58.52
34,16,2.2239415164325314,2.26,66.18,66.75,59.31
35,16,2.244360617482696,2.05,68.42,68.8,60.1
36,16,2.2620582565420833,2.35,70.68,71.15,60.81
37,16,2.2805128221103654,2.56,72.96,73.71,61.62
38,16,2.2845453610949464,2.33,75.24,76.04,62.5
39,16,2.3203101440470646,2.6,77.56,78.64,63.3
40,16,2.3486028558803773,2.27,79.91,80.91,64.19
41,16,2.36831673250416,2.36,82.28,83.27,64.97
42,16,2.38902460553642,2.32,84.67,85.59,65.77
43,16,2.4083212223528676,2.51,87.08,88.1,66.56
44,16,2.42771686182717,2.42,89.51,90.52,67.41
45,16,2.4483639020586363,2.61,91.96,93.13,68.22
46,16,2.4544394044452704,2.29,94.41,95.42,69.1
47,16,2.463551650702755,2.36,96.87,97.78,69.87
48,16,2.4737583810198402,2.74,99.34,100.52,70.66
49,16,2.499022147732656,2.23,101.84,102.75,71.58
50,16,2.5092926115070213,2.26,104.35,105.01,72.32
51,16,2.541894190600217,2.48,106.89,107.49,73.07
52,16,2.5649825559466435,2.61,109.45,110.1,73.89
53,16,2.602715998428942,2.74,112.05,112.84,74.75
54,16,2.6265753359882678,2.58,114.68,115.42,75.65
55,16,2.6407377120164957,2.51,117.32,117.93,76.5
56,16,2.662618121163265,2.78,119.98,120.71,77.32
57,16,2.685532723537083,2.55,122.67,123.26,78.23
58,16,2.7022549807719414,2.49,125.37,125.75,79.05
59,16,2.7266082069590944,2.62,128.1,128.37,79.86
60,16,2.7286858600635666,2.96,130.83,131.33,80.71
61,16,2.7687790445774256,2.9,133.6,134.23,81.66
62,16,2.77694345269091,2.54,136.38,136.77,82.59
63,16,2.797586415155991,2.69,139.18,139.46,83.4
64,16,2.799847518998191,2.61,141.98,142.07,84.26
65,16,2.804931708255373,2.71,144.78,144.78,85.09
66,16,2.867272081944601,2.73,147.65,147.51,85.95
67,16,2.8875729199500983,2.79,150.54,150.3,86.81
68,16,2.8961354162570676,2.83,153.44,153.13,87.69
69,16,2.908010531540741,3.16,156.35,156.29,88.58
70,16,2.942041043406227,2.83,159.29,159.12,89.57
71,16,2.96895475358946,2.72,162.26,161.84,90.45
72,16,2.9879506585641376,2.7,165.25,164.54,91.29
73,16,3.008039814428772,2.95,168.26,167.49,92.13
74,16,2.9762429976858917,3.08,171.24,170.57,93.04
75,16,3.0450596969075434,2.89,174.29,173.46,93.99
76,16,3.0654445858653183,3.23,177.36,176.69,94.87
77,16,3.0931721655054107,2.82,180.45,179.51,95.86
78,16,3.1092249202588866,2.85,183.56,182.36,96.72
79,16,3.129438815271556,3.26,186.69,185.62,97.58
80,16,3.15075920949288,3.02,189.84,188.64,98.57
81,16,3.1495940171806853,3.45,192.99,192.09,99.48
82,16,3.1960154354208163,3.39,196.19,195.48,100.51
83,16,3.2121982421408646,3.0,199.4,198.48,101.52
84,16,3.238658173283108,3.2,202.64,201.68,102.42
85,16,3.2522685178321806,3.36,205.89,205.04,103.37
86,16,3.275387173942251,3.01,209.17,208.05,104.36
87,16,3.2715481628332452,3.03,212.44,211.08,105.24
88,16,3.317321127497717,3.34,215.76,214.42,106.13
89,16,3.2943276605367666,3.34,219.05,217.76,107.11
90,16,3.3430466772981755,3.45,222.39,221.21,108.08
