floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight
0,15,1.551893247973565,1.75,1.55,1.75,35.19
1,15,1.5722153892895847,1.5,3.12,3.25,35.86
2,15,1.5893786610739378,1.59,4.71,4.84,36.43
3,15,1.607677078042967,1.59,6.32,6.43,37.04
4,15,1.6253937140218049,1.67,7.95,8.1,37.64
5,15,1.644283282274879,1.35,9.59,9.45,38.27
6,15,1.6597839807345782,1.47,11.25,10.92,38.79
7,15,1.6758959949712062,1.92,12.93,12.84,39.34
8,15,1.6973678105903975,1.84,14.63,14.68,40.07
9,15,1.7174304202842754,1.67,16.35,16.35,40.76
10,15,1.7356202264908789,1.56,18.09,17.91,41.39
11,15,1.7524578385543688,1.46,19.84,19.37,41.97
12,15,1.7679980959251442,1.77,21.61,21.14,42.52
13,15,1.7868151429046613,1.67,23.4,22.81,43.18
14,15,1.804628015295744,2.06,25.2,24.87,43.8
15,15,1.8264253672082917,1.58,27.03,26.45,44.57
16,15,1.8422030485609184,1.87,28.87,28.32,45.15
17,15,1.8605938709774912,1.58,30.73,29.9,45.85
18,15,1.871572186453089,2.14,32.6,32.04,46.43
19,15,1.876236062115528,2.06,34.48,34.1,47.22
20,15,1.8960580349099276,2.04,36.38,36.14,47.98
21,15,1.9246184746717265,2.09,38.3,38.23,48.73
22,15,1.948697703932707,1.69,40.25,39.92,49.49
23,15,1.962056356243992,1.99,42.21,41.91,50.11
24,15,1.9904429119860148,1.85,44.2,43.76,50.83
25,15,2.014632470469729,2.17,46.21,45.93,51.51
26,15,2.0377799584232705,2.17,48.25,48.1,52.3
27,15,2.06003517138788,2.21,50.31,50.31,53.08
28,15,2.078614555064112,2.25,52.39,52.56,53.88
29,15,2.100516341921877,2.06,54.49,54.62,54.69
30,15,2.1178884497804846,1.86,56.61,56.48,55.43
31,15,2.137274353425155,1.94,58.75,58.42,56.09
32,15,2.1580530439346464,2.04,60.91,60.46,56.79
33,15,2.1729860811812673,1.97,63.08,62.43,57.52
34,15,2.195731263670755,2.13,65.28,64.56,58.22
35,15,2.215230913215053,2.46,67.5,67.02,58.97
36,15,2.23719851831617,2.42,69.74,69.44,59.84
37,15,2.257195529681379,2.04,72.0,71.48,60.7
38,15,2.2585690556847156,2.14,74.26,73.62,61.42
39,15,2.292128156626237,2.5,76.55,76.12,62.17
40,15,2.3195664041473747,2.45,78.87,78.57,63.04
41,15,2.3414029068695057,2.33,81.21,80.9,63.9
42,15,2.362416342583157,2.13,83.57,83.03,64.71
43,15,2.3805958350288074,2.33,85.95,85.36,65.45
44,15,2.3992476931210645,2.6,88.35,87.96,66.26
45,15,2.4219382623017336,2.25,90.77,90.21,67.15
46,15,2.4267861078345754,2.68,93.2,92.89,67.93
47,15,2.440055436833976,2.64,95.64,95.53,68.85
48,15,2.4532523611245827,2.16,98.09,97.69,69.75
49,15,2.4743967017715898,2.68,100.56,100.37,70.49
50,15,2.4888788060707343,2.71,103.05,103.08,71.4
51,15,2.524839034387864,2.64,105.57,105.72,72.32
52,15,2.5494647367464216,2.26,108.12,107.98,73.21
53,15,2.5842516476291837,2.4,110.7,110.38,73.97
54,15,2.6059335515288238,2.75,113.31,113.13,74.78
55,15,2.6221126467994496,2.4,115.93,115.53,75.7
56,15,2.6437141785092964,2.88,118.57,118.41,76.51
57,15,2.6678051559242557,2.67,121.24,121.08,77.47
58,15,2.6860868273406138,2.67,123.93,123.75,78.35
59,15,2.712152045121069,2.52,126.64,126.27,79.24
60,15,2.714404657052369,2.81,129.35,129.08,80.07
61,15,2.7532667480789916,2.68,132.1,131.76,80.99
62,15,2.760835896818605,2.5,134.86,134.26,81.87
63,15,2.781687570322755,3.05,137.64,137.31,82.69
64,15,2.787349096653087,2.51,140.43,139.82,83.68
65,15,2.7925517650518894,2.52,143.22,142.34,84.5
66,15,2.8527267384824415,2.72,146.07,145.06,85.31
67,15,2.8735087533222936,3.04,148.94,148.1,86.19
68,15,2.8846771342990216,2.81,151.82,150.91,87.17
69,15,2.896994516045722,3.11,154.72,154.02,88.07
70,15,2.9308022274672614,2.66,157.65,156.68,89.06
71,15,2.95690761090029,2.85,160.61,159.53,89.91
72,15,2.9772742569525343,2.72,163.59,162.25,90.81
73,15,2.997811604297167,2.98,166.59,165.23,91.67
74,15,2.9675618001936273,2.85,169.56,168.08,92.61
75,15,3.034561537692984,3.28,172.59,171.36,93.51
76,15,3.058020490558832,3.34,175.65,174.7,94.53
77,15,3.0870027673858695,3.2,178.74,177.9,95.58
78,15,3.10595194939295,2.87,181.85,180.77,96.57
79,15,3.1268211965232715,3.4,184.98,184.17,97.46
80,15,3.149456198519559,3.34,188.13,187.51,98.51
81,15,3.150632592082471,2.97,191.28,190.48,99.53
82,15,3.194495941833653,3.24,194.47,193.72,100.44
83,15,3.210274758733538,3.22,197.68,196.94,101.43
84,15,3.23844199019259,2.96,200.92,199.9,102.41
85,15,3.2507815164068634,3.34,204.17,203.24,103.3
86,15,3.2743246523798564,3.24,207.44,206.48,104.31
87,15,3.272360827869755,3.45,210.71,209.93,105.28
88,15,3.321153677464994,3.14,214.03,213.07,106.31
89,15,3.297081683378248,3.43,217.33,216.5,107.25
90,15,3.346740548914772,3.12,220.68,219.62,108.26
